BA ReferenceNumber,Ratepayer ,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,Relief total,Relief small business rates,Mandatory Relief,Relief discretionary,Top Up Discretionary Relief,Exempt Property,Transition 2018/19,VOA description
3307159025,THE ACCOUNT HOLDER,"Unit 1A Healey New Mills, (Store), Healey Road, Ossett, West Yorkshire",WF5 8NF,53.66685,-1.59346,,2014-07-01,1100,1100,,,,,Yes,-183.62,Store & Premises
3307159220,TIL-EX LIMITED,"Grove Works, Healey Road, Ossett, West Yorkshire",WF5 8LN,53.67266,-1.58145,Y,1990-04-01,12500,6500,,,,,,,Offices & Premises
3307159222,THE ACCOUNT HOLDER,"Unit 2 Guildford Street, Healey Road, Ossett, West Yorkshire",WF5 8LL,53.67382,-1.58058,Y,2016-09-02,8700,8700,Yes,,,,,-445.27,Vehicle Rep W'shop & Prem
3307159230,METHLEY BRIDGE COMMERCIALS LIMITED,"Calder Vale Mills, Healey Road, Ossett, West Yorkshire",WF5 8NF,53.66685,-1.59346,Y,2012-10-01,11000,11000,Yes,,,,,-688.33,Workshop & Premises
3307159250,KERRY FOODS LIMITED,"Healey Old Mills, Healey Road, Ossett, West Yorkshire",WF5 8NE,53.66973,-1.59395,Y,2015-04-01,262500,133087.5,,,,,,,Factory & Premises
3307159270,THE ACCOUNT HOLDER,"Healey Road, Ossett, West Yorkshire",WF5 8LT,53.66946,-1.58816,Y,2016-06-01,4650,2985.52,,,,,,-567.52,Garage & Premises
3307159280,THE ACCOUNT HOLDER,"Healey Road, Ossett, West Yorkshire",WF5 8LT,53.66946,-1.58816,Y,1990-04-01,10000,10000,Yes,,,,,-93.54,Garage & Premises
3307159300,THE ACCOUNT HOLDER,"Healey Road, Ossett, West Yorkshire",WF5 8LW,53.67168,-1.58317,Y,2005-08-01,9500,9500,Yes,,,,,-25.73,Store & Premises
3307159310,TIL-EX LIMITED,"Healey Road, Ossett, West Yorkshire",WF5 8LN,53.67266,-1.58145,Y,1990-04-01,5300,3180.11,,,,,,-391.66,Store & Premises
3307159331,DJH PLANT SERVICES LIMITED,"Unit 33 Calder Vale Mills, Healey Road, Ossett, West Yorkshire",WF5 8NF,53.66685,-1.59346,Y,2015-07-12,5600,5600,Yes,,,,,-449.56,Vehicle Repair Shop & Pre
3307159340,EDUCATION OSSETT TRUST,"Dimple Wells Infants School, Healey Road, Ossett, West Yorkshire",WF5 8LB,53.67398,-1.57920,Y,2008-09-01,29000,26501.64,,Yes,,,,-1148.95,School & Premises
3307159370,THE ACCOUNT HOLDER,"Unit 3 Guildford Garage, Guildford Street, Ossett, West Yorkshire",WF5 8LL,53.67382,-1.58058,Y,2008-10-03,7300,7300,Yes,,,,,-634.21,Garage & Premises
3307159400,THE ACCOUNT HOLDER,"Unit 3C Healey New Mills, Healey Road, Ossett, West Yorkshire",WF5 8NF,53.66685,-1.59346,Y,2006-03-01,6900,6900,Yes,,,,,-528.3,Factory & Premises
3307159921,THE ACCOUNT HOLDER,"Unit 21 Healey New Mills, Healey Road, Ossett, West Yorkshire",WF5 8NF,53.66685,-1.59346,Y,2013-02-01,3000,3000,Yes,,,,,-363.83,Store
3307400250,THE ACCOUNT HOLDER,"25 High Street, Gawthorpe, Ossett, West Yorkshire",WF5 9QS,53.69481,-1.58849,Y,1990-04-01,2425,2425,Yes,,,,,,Club & Premises
3307400270,THE ACCOUNT HOLDER,"Boot & Shoe, 27 High Street, Gawthorpe, Ossett, West Yorkshire",WF5 9QS,53.69481,-1.58849,Y,2008-11-25,9250,9250,Yes,,,,,,Public House & Premises
3307400390,THE ACCOUNT HOLDER,"39 High Street, Gawthorpe, Ossett, West Yorkshire",WF5 9QG,53.69171,-1.59106,Y,2008-04-01,7200,7200,Yes,,,,,-184.44,Shop & Premises
3307400410,THE ACCOUNT HOLDER,"Shoulder Of Mutton, 41 High Street, Gawthorpe, Ossett, West Yorkshire",WF5 9RB,53.69655,-1.58561,Y,2016-02-01,11775,11775,Yes,,,,,,Public House & Premises
3307400460,GAWTHORPE MAYPOLE COMMITTEE,"46 High Street, Gawthorpe, Ossett, West Yorkshire",WF5 9SU,53.69496,-1.58323,Y,1990-04-01,850,850,,,Yes,,,-115.28,Store & Premises
3307400900,"ANDERSON, MARRIOTT & COMPANY LIMITED","High Street, Gawthorpe, Ossett, West Yorkshire",WF5 9RL,53.69535,-1.58687,Y,1990-04-01,5700,5700,Yes,,,,,-440.17,Store & Premises
3307409010,THE ACCOUNT HOLDER,"High Street, Gawthorpe, Ossett, West Yorkshire",WF5 9RB,53.69655,-1.58561,Y,1990-04-01,5400,5400,Yes,,,,,-9.19,Community Centre & Prem
3307409030,GAWTHORPE COMMUNITY ACADEMY,"Gawthorpe J & I School, Leeds Road, Ossett, West Yorkshire",WF5 9QP,53.69432,-1.59053,Y,2011-11-01,34750,31823.77,,Yes,,,,-1724.42,School & Premises
3307409040,INSPIRE PARTNERSHIP MULI ACADEMY TRUST,"The Maypole Childrens, Centre, High Street, Gawthorpe, Ossett",WF5 9QP,53.69432,-1.59053,Y,2016-08-31,9100,8226.4,,Yes,,,,,Childrens Centre & Premises
3307507210,THE ACCOUNT HOLDER,"2A Hilda Street, Ossett, West Yorkshire",WF5 0JJ,53.67347,-1.57132,Y,2001-07-01,4450,4450,Yes,,,,,-356.73,Store & Premises
3307950010,THE ACCOUNT HOLDER,"1 Horbury Road, Ossett, West Yorkshire",WF5 0BL,53.67068,-1.57413,Y,2006-04-24,4650,4650,Yes,,,,,,Hairdressing Salon & Prem
3307950030,THE ACCOUNT HOLDER,"3 Horbury Road, Ossett, West Yorkshire",WF5 0BL,53.67068,-1.57413,Y,1994-04-15,2600,2600,Yes,,,,,,Shop & Premises
3307950050,BARRACUDA FISHERIES LIMITED,"5 Horbury Road, Ossett, West Yorkshire",WF5 0BL,53.67068,-1.57413,Y,2000-12-04,3350,3350,Yes,,,,,,Shop & Premises
3307950130,GRAPHIC TECHNOLOGY (UK) LIMITED,"13 Horbury Road, Ossett, West Yorkshire",WF5 0BN,53.66994,-1.57362,Y,2006-01-03,9500,9500,Yes,,,,,-944.06,Workshop & Premises
3307950191,THE ACCOUNT HOLDER,"19A Horbury Road, Ossett, West Yorkshire",WF5 0BN,53.66994,-1.57362,Y,2006-07-18,2700,2700,Yes,,,,,,Hairdressing Salon & Prem
3307959099,MOBILE BROADBAND NETWORK LIMITED,"Site Number Wf 0012, R/o Sowood Farm, Sowood Lane, Ossett, West Yorkshire",WF5 0LE,53.67031,-1.56935,Y,2009-12-23,7900,4108,,,,,,,Communication Station & P
3307959110,THE ACCOUNT HOLDER,"20 Horbury Road, Ossett, West Yorkshire",WF5 0BN,53.66994,-1.57362,Y,2008-11-07,16250,9041.27,,,,,,-482.03,Day Nursery
3307959990,VODAFONE LIMITED,"Site Number 33737, R/o Sowood Farm, Sowood Lane, Ossett, West Yorkshire",WF5 0LE,53.67031,-1.56935,Y,2005-04-01,8600,4472,,,,,,,Communication Station & P
3307959999,ORANGE PERSONAL COMMUNICATIONS SERVICES LT,"Site Number Wyk 0215, Pylon R/o Sowood Farm, Sowood Lane, Ossett, West Yorkshire",WF5 0LE,53.67031,-1.56935,,2014-12-16,8600,8600,,,,,Yes,,Communication Station & P
3308201673,AIREDALE TOURS LIMITED,"55 Bank Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2016-12-12,8800,8800,Yes,,,,,-1067.23,Offices & Premises
3308202558,THE ACCOUNT HOLDER,"Unit 5 Ashfield House, Illingworth Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2016-04-01,8500,8500,Yes,,,,,-4.89,Martial Arts Studio
3308202578,KINGSON LIMITED,"Unit 3, Ashfield House, Illingworth Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2015-06-01,3150,3150,Yes,,,,,-277.99,Store & Premises
3308202588,THE ACCOUNT HOLDER,"Unit 4, Ashfield House, Illingworth Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2015-02-04,4850,4850,Yes,,,,,,Dog Grooming Parlour
3308203109,THE ACCOUNT HOLDER,"Unit 2, Ashfield House, Illingworth Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2015-08-28,7500,7500,Yes,,,,,-615.42,Playgroup
3308203657,KEN CLARKE LIMITED,"Stores To Rear Of, Ashfield House, Prospect Road, Ossett, West Yorkshire",WF5 8AN,53.67763,-1.57989,Y,2012-06-07,6900,4016.87,,,,,,-384.81,Warehouse & Premises
3308204512,DS INSOLVENCY LIMITED,"Office A - Ground Floor, Ashfield House, Illingworth Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2016-09-01,2125,2125,Yes,,,,,-273.85,Offices & Premises
3308204513,DS INSOLVENCY LIMITED,"Office B - Ground Floor, Ashfield House, Illingworth Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2016-09-01,1675,1675,Yes,,,,,-215.69,Offices & Premises
3308204514,THE ACCOUNT HOLDER,"First Floors, Ashfield House, Illingworth Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2016-09-01,4000,4000,Yes,,,,,-284.22,Offices & Premises
3308205183,THE ACCOUNT HOLDER,"Unit 1, Ashfield House, Illingworth Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2015-05-01,7400,7400,Yes,,,,,-567.42,Dance Studio & Premises
3308207045,WAKEFIELD MDC REGENERATION & ECON GROWTH,"Units 4 & 5 Zeina Park, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2009-11-23,63000,31941,,,,,,,Store & Premises
3308207111,ZEINA FOODS LIMITED,"Unit 1 Zeina Park, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2010-05-22,20750,11089.46,,,,,,,Warehouse & Premises
3308207222,ZEINA FOODS LIMITED,"Unit 2 Zeina Park, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2010-05-22,21500,11417.18,,,,,,,Warehouse & Premises
3308207333,ZEINA FOODS LIMITED,"Unit 3 Zeina Park, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2009-09-01,21500,11417.18,,,,,,,Warehouse & Premises
3308209461,BREWOOD TRAVEL LIMITED,"55 Bank Street, Ossett, West Yorkshire",WF5 8AL,53.67831,-1.58030,Y,2016-12-12,10750,10750,Yes,,,,,-797.92,Offices & Premises
3308309040,OSSETT TOWN AFC SOCIAL CLUB,"Ingfield, Prospect Road, Ossett, West Yorkshire",WF5 9HA,53.67978,-1.57769,Y,1990-04-01,13500,13500,,,Yes,,,,Football Ground & Premise
3308351199,P R BOOTH & COMPANY LIMITED,"Coopers House, (First Floor), Intake Lane, Ossett, West Yorkshire",WF5 0RG,53.67852,-1.57550,Y,2015-04-01,7500,3915.08,,,,,,,Offices & Premises
3308352299,P R BOOTH & COMPANY LIMITED,"Coopers House, (Ground Floor Workshop), Intake Lane, Ossett, West Yorkshire",WF5 0RG,53.67852,-1.57550,Y,2015-04-01,3400,1902.13,,,,,,-111.01,Workshop & Premises
3308353399,ROWLAND LAW LIMITED,"Coopers House, (Suite 4 - Ground Floor), Intake Lane, Ossett, West Yorkshire",WF5 0RG,53.67852,-1.57550,Y,2015-04-01,1850,962,,,,,,,Offices & Premises
3308354499,PLATINUM MONEY LIMITED,"Coopers House, (Suite 3 - Ground Floor), Intake Lane, Ossett, West Yorkshire",WF5 0RG,53.67852,-1.57550,Y,2015-04-01,1925,1925,Yes,,,,Yes,,Offices & Premises
3308355599,ROWLAND LAW LIMITED,"Coopers House, (Suite 1 - Ground Floor), Intake Lane, Ossett, West Yorkshire",WF5 0RG,53.67852,-1.57550,Y,2015-04-01,1625,845,,,,,,,Offices & Premises
3308356699,ROWLAND LAW LIMITED,"Coopers House, (Suite 2 - Ground Floor), Intake Lane, Ossett, West Yorkshire",WF5 0RG,53.67852,-1.57550,Y,2015-04-01,1875,1875,Yes,,,,,,Offices & Premises
3308357799,P R BOOTH & COMPANY LIMITED,"Coopers House, (Basement Stores), Intake Lane, Ossett, West Yorkshire",WF5 0RG,53.67852,-1.57550,Y,2015-04-01,1150,697.77,,,,,,-92.83,Store & Premises
3308359010,WAKEFIELD MDC REGENERATION CULTURE & SPORT,"Intake Lane, Ossett, West Yorkshire",WF5 0RG,53.67852,-1.57550,Y,1990-04-01,8600,5873.7,,,,,,-1401.7,Land Used For Stor'& Prem
3308379000,WAKEFIELD MDC REGENERATION & ECON GROWTH,"Jubbs Terrace, Market Place, Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,Y,1990-04-01,7100,3692,,,,,,,Car Park & Premises
3308400260,KERR INTERIORS ANGLING LIMITED,"26 Junction Lane, Ossett, West Yorkshire",WF5 OHA,,,Y,2009-04-01,5700,5700,Yes,,,,,,Shop & Premises
3308729010,BBR GRAPHIC ENGINEERS YORKSHIRE LIMITED,"King's Yard, Low Mill Road, Ossett, West Yorkshire",WF5 8ND,53.66790,-1.59038,Y,2005-04-01,97500,49432.5,,,,,,,Workshop & Premises
3308729015,OSSETT BREWING COMPANY LIMITED,"Unit Rear Of King's Yard, Low Mill Road, Ossett, West Yorkshire",WF5 8ND,53.66790,-1.59038,Y,2005-04-01,19750,12400.07,,,,,,-2018.54,Brewery & Premises
3308800070,ERIC F. BOX (FUNERAL DIRECTORS) LIMITED,"7 Kingsway, Ossett, West Yorkshire",WF5 8DA,53.68046,-1.58187,Y,2009-12-01,13750,7150,,,,,,,Funeral Parlour & Premise
3308800130,THE ACCOUNT HOLDER,"13/15 Kingsway, Ossett, West Yorkshire",WF5 8DA,53.68046,-1.58187,Y,2006-07-03,4750,4750,Yes,,,,,,Cafe & Premises
3308801300,HALLMARK DEVELOPMENT PARTNERSHIP LTD,"130 Kingsway, Ossett, West Yorkshire",WF5 9DL,53.68033,-1.57895,,2018-01-01,26000,13182,,,,,,,Factory & Premises
3308801597,THE ACCOUNT HOLDER,"Prospect Surgery, Ossett Health Village, Kingsway, Ossett, West Yorkshire",WF5 8DF,53.68154,-1.58335,Y,2016-04-01,43000,23273.04,,,,,,-475.18,Health Centre & Premises
3308803579,THE ACCOUNT HOLDER,"Church Street Surgery, Ossett Health Village, Kingsway, Ossett, West Yorkshire",WF5 8DF,53.68154,-1.58335,Y,2016-04-01,56500,29438.44,,,,,,,Health Centre & Premises
3308804568,NHS PROPERTY SERVICES LIMITED,"Ossett Health Village, Kingsway, Ossett, West Yorkshire",WF5 8DF,53.68154,-1.58335,Y,2016-04-01,38250,20437.74,,,,,,-547.74,Health Centre & Premises
3308806552,CLEAR CHANNEL UK LIMITED,"Advertising Right 6552/01, Adj. Co-op Car Park, Kingsway, Ossett, West Yorkshire",WF5 8EF,53.69009,-1.58873,Y,2003-10-01,1075,559,,,,,,,Advertising Right
3308806655,THE ACCOUNT HOLDER,"11 Kingsway, Ossett, West Yorkshire",WF5 8DA,53.68046,-1.58187,Y,2011-01-05,4450,4450,Yes,,,,,,Shop & Premises
3308809000,J C DECAUX UK LIMITED,"Adjacent Gledhills Garage, Kingsway, Ossett, West Yorkshire",WF5 8DF,53.68154,-1.58335,Y,2001-04-01,890,462.8,,,,,,,Advertising Right
3308809020,THE ACCOUNT HOLDER,"Kingsway, Ossett, West Yorkshire",WF5 8EF,53.69009,-1.58873,,2017-12-15,46500,23575.5,,,,,,,Car Showroom
3308809099,THE ACCOUNT HOLDER,"9B/9c Kingsway, Ossett, West Yorkshire",WF5 8DA,53.68046,-1.58187,Y,2013-04-01,4700,4700,Yes,,,,,-419.33,Workshop & Premises
3308809100,LIDL UK GMBH,"15 Kingsway, Ossett, West Yorkshire",WF5 8DA,53.68046,-1.58187,Y,2008-08-28,201000,101907,,,,,,,Shop & Premises
3309153652,SPEDDING GOLDTHORPE (BROKERS) LIMITED,"12 Leeds Road, (Ground Floor), Ossett, West Yorkshire",WF5 9QA,53.69217,-1.58978,Y,2015-06-01,7700,7700,Yes,,,,,,Offices & Premises
3309154590,J C DECAUX UK LIMITED,"Advertising Right No 2459, Royds Mill, Leeds Road, Ossett",WF5 9QA,53.69217,-1.58978,Y,1991-04-01,2375,1235,,,,,,,Advertising Right
3309157060,L.A. BROOK LIMITED,"Unit 6 Royds Mill, Leeds Road, Ossett, West Yorkshire",WF5 9QA,53.69217,-1.58978,Y,1990-04-01,37000,19688.01,,,,,,,Warehouse Office & Premis
3309157854,NEXUS WORKSPACE LIMITED,"12 Leeds Road, (First Floor), Ossett, West Yorkshire",WF5 9QA,53.69217,-1.58978,Y,2015-06-01,7900,7900,Yes,,,,,,Offices & Premises
3309309070,THE CHILDREN'S PLAYSTATION LIMITED,"Unit 7B, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2017-07-01,11500,11500,Yes,,,,,-698.75,Play Centre & Premises
3309309101,OJ HEALTH & SAFETY SOLUTIONS LTD,"Unit 19A, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2017-04-01,9000,9000,Yes,,,,,-704.06,Offices & Premises
3309309104,WABSYS LIMITED,"Unit 5C, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2017-04-18,5400,5400,Yes,,,,,-784.03,Workshop & Premises
3309309105,R C MARSDEN PROPERTIES LIMITED,"Unit 6, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2015-04-27,7600,5084.18,,,,,,-1093.88,Workshop & Premises
3309309106,R C MARSDEN PROPERTIES LIMITED,"Unit 5B, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2016-03-21,3950,2423.53,,,,,,-346.31,Workshop & Premises
3309309107,R C MARSDEN PROPERTIES LIMITED,"Unit 7A & Part Unit 7, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2005-02-17,11000,6646.7,,,,,,-860.52,Workshop & Premises
3309309190,R C MARSDEN PROPERTIES LIMITED,"Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2005-02-17,95000,49626.94,,,,,,,Warehouse & Premises
3309309192,R C MARSDEN PROPERTIES LIMITED,"Unit 2, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2013-01-01,24250,12876.4,,,,,,,Warehouse & Premises
3309309193,R C MARSDEN PROPERTIES LIMITED,"Unit 3, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2015-01-01,45000,23896.85,,,,,,,Warehouse & Premises
3309309195,R C MARSDEN PROPERTIES LIMITED,"Unit 5, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2011-11-21,32250,17153.47,,,,,,,Warehouse & Premises
3309309197,R C MARSDEN PROPERTIES LIMITED,"Unit 17, Rcm Business Centre, Sandbeds Trading Estate, Ossett, West Yorkshire",WF5 9ND,53.68739,-1.57660,Y,2012-07-18,19500,12574.6,,,,,,-2329.01,Warehouse & Premises
3309524532,S W J SOLUTIONS LIMITED,"Units 1 & 2 Royds Mill, Leeds Road, Ossett, West Yorkshire",WF5 9YA,53.69312,-1.59003,Y,2014-01-16,34250,18204.53,,,,,,,Workshop & Premises
3309530301,THE SLEEP PEOPLE LIMITED,"Unit 3 Royds Mill, Leeds Road, Ossett, West Yorkshire",WF5 9QA,53.69217,-1.58978,Y,2017-04-01,13000,8194.48,,,,,,-1361.35,Workshop & Premises
3309707071,BOB'S BREWING COMPANY LIMITED,"Rear Of Brewers Pride, Low Mill Road, Ossett, West Yorkshire",WF5 8ND,53.66790,-1.59038,Y,2008-07-18,1975,1975,Yes,,,,,-230.55,Micro Brewery & Premises
3310059010,THE ACCOUNT HOLDER,"Manor Lane, Ossett, West Yorkshire",WF5 0LJ,53.66991,-1.56474,Y,2014-02-14,9500,9500,Yes,,,,,-1460.62,Boarding Kennels & Prem(p
3310100751,THE ACCOUNT HOLDER,"75A Manor Road, Ossett, West Yorkshire",WF5 0LD,53.67164,-1.56996,Y,2014-10-08,4250,4250,Yes,,,,,-145.94,"Hair Salon	 Beauty Rooms & Premises"
3310100860,9TH WAKEFIELD & OSSETT SCOUT GROUP,"86 Manor Road, Ossett, West Yorkshire",WF5 0LF,53.67128,-1.56781,Y,2013-06-01,4050,4050,,Yes,,Yes,,,Clubhouse & Premises
3310101000,TEASERS HAIR SALON,"100 Manor Road, Ossett, West Yorkshire",WF5 0AB,53.67576,-1.57435,Y,1990-04-01,3600,3600,Yes,,,,,,Hairdressing Salon
3310109020,THE ACCOUNT HOLDER,"Illingworth Park, Manor Road, Ossett, West Yorkshire",WF5 0ND,53.67571,-1.57075,Y,1990-04-01,550,550,,,Yes,,,,Changing Rooms
3310109040,THE ACCOUNT HOLDER,"Phoenix Works, Manor Road, Ossett",WF5 OLD,,,Y,1990-04-01,4550,4550,Yes,,,,,,Offices & Premises
3310109050,OSSETT BREWERY PUB COMPANY LIMITED,"The Old Vic, Manor Road, Ossett, West Yorkshire",WF5 0BB,53.67175,-1.57103,Y,2008-09-26,14000,8280,,,,,,,Public House & Premises
3310250021,FROZEN VALUE LIMITED T/A JACK FULTON,"2A Market Place, Ossett, West Yorkshire",WF5 8PY,53.67989,-1.57993,Y,1991-07-19,15500,8080.9,,,,,,,Shop & Premises
3310250060,HOUSE OF EMPRESS,"6 Market Place, Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,Y,1994-01-01,11500,11500,Yes,,,,,,Shop & Premises
3310250083,JOLLIFFE CORK HARDY LLP,"8 Market Place, (1St & 2Nd Floors), Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,Y,2007-05-01,8200,8200,Yes,,,,,-836.62,Offices & Premises
3310250138,THE ACCOUNT HOLDER,"138 Kingsway, Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,Y,2012-11-10,710,710,Yes,,,,,-2.16,Hairdressing Salon & Prem
3310251234,CINTA LIMITED,"Ossett Town Hall, (Basement Bar/restaurant), Market Place, Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,Y,2017-07-12,8100,4212,,,,,Yes,,Restaurant & Wine Bar
3310254321,WAKEFIELD MDC BUSINESS,"Ossett Town Hall, Market Place, Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,Y,2017-07-12,59000,29913,,,,,,,Town Hall & Premises
3310257010,OSSETT PHOTOGRAPHIC CENTRE LIMITED,"1/3 Market Place, Ossett, West Yorkshire",WF5 8PY,53.67989,-1.57993,Y,2016-04-01,12250,11760,Yes,,,,,,Shop & Premises
3310257050,THE ACCOUNT HOLDER,"5/7 Market Place, Ossett, West Yorkshire",WF5 8PY,53.67989,-1.57993,Y,2017-05-12,14250,9118.72,Yes,,,,,,Shop & Premises
3310257080,THE ACCOUNT HOLDER,"8 Market Place, (Ground Floor - Front), Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,Y,2010-04-01,8000,8000,Yes,,,,,,Shop
3310259002,LLOYDS BANKING GROUP PLC,"2 Market Place, Ossett, West Yorkshire",WF5 0RW,53.67716,-1.57185,Y,2010-11-23,17000,8840,,,,,,,Offices & Premises
3310259020,SIT RELAX & SLEEP LIMITED,"Market Place, Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,Y,2015-10-01,11000,11000,Yes,,,,,,Shop & Premises
3310259030,ABNSA LIMITED T/A SPECIALITY SANDWICH SHOP,"2A Market Place, Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,Y,2001-07-16,5300,5300,Yes,,,,,,Shop & Premises
3310259050,THE ACCOUNT HOLDER,"6A Market Place, Ossett, West Yorkshire",WF5 8BQ,53.67944,-1.57910,,2013-02-01,4700,2382.9,,,,,,,Offices & Premises
3310600008,CALVESTEN LIMITED,"The Conference Room At, Milner House, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,,2008-10-01,1475,1475,,,,,Yes,-197.18,Offices & Premises
3310600033,HEY SAFE CLEANING SOLUTION LIMITED,"Unit 11 Milner Yard, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2017-12-01,16750,10436.46,,,,,,-1726.46,Warehouse & Premises
3310600044,CALVESTEN LIMITED,"Unit 10, Harlow & Milner Yard, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,,2017-04-01,10250,5869.46,,,,,,-672.71,Warehouse & Premises
3310600055,THE ACCOUNT HOLDER,"Unit 1 Milner Yard, (The Forge), Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2011-10-01,10500,10500,Yes,,,,,-1137.08,Workshop & Premises
3310600066,CALVESTEN LIMITED,"Yard Area To Rear, Harlow & Milner Yard, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,,2015-09-01,17000,17000,,,,,Yes,-4945.83,Land Used For Stor'& Prem
3310600212,PCL PRECIUOS CUTTING & LAMINATING LIMITED,"Unit 2 - Ground Floor, Enterprise Business Park, Mortimer Way, Ossett, West Yorkshire",WF5 9JH,53.68436,-1.56998,Y,2012-11-15,8900,8900,Yes,,,,,-426.48,Warehouse & Premises
3310600221,THE ACCOUNT HOLDER,"Office 1A, Milner House, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2017-01-01,3250,3250,Yes,,,,,-440.78,Offices & Premises
3310600259,CALVESTEN LIMITED,"Office 2-2A, Milner House, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2013-07-01,4300,4300,Yes,,,,,-600.41,Offices & Premises
3310600364,TOTAL FLOORING SOLUTIONS (NORTHERN) LTD,"Office 1 & Store A, Milner House, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2011-01-05,5400,5400,Yes,,,,,-525.75,Offices & Premises
3310600369,CALVESTEN LIMITED,"Store B, Milner House, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,,2012-07-18,830,830,,,,,Yes,-114.29,Store & Premises
3310600606,ADEPT CONCRETE CUTTING LIMITED,"Unit 6, Enterprise Business Park, Mortimer Rise, Ossett, West Yorkshire",WF5 9JH,53.68436,-1.56998,Y,2014-06-30,12500,11500,Yes,,,,,,Warehouse & Premises
3310600608,THE ACCOUNT HOLDER,"Office 6, Milner House, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,,2016-02-01,1550,1550,,,,,Yes,-210.22,Office
3310600609,STEWART SHIPPING AND FORWARDING LIMITED,"Office 7, Milner House, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2016-02-01,3150,3150,Yes,,,,,-421.48,Office
3310600610,THE ACCOUNT HOLDER,"Store G, Milner House, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,,2016-02-01,1025,1025,,,,,Yes,-136.15,Store
3310600611,THE ACCOUNT HOLDER,"Store H, Milner House, Milner Way, Ossett, West Yorkshire",WF5 9JE,53.68393,-1.57316,Y,2017-05-08,1050,1050,Yes,,,,,-142.41,Store
3310600903,HEY SAFE CLEANING SOLUTION LIMITED,"Unit 9 Milner Way, (Room 4 - First Floor), Ossett, West Yorkshire",WF5 9JN,53.68342,-1.57343,Y,2017-12-01,2175,1400.16,,,,,,-269.16,Offices & Premises
