Property Reference Number,BA Reference Number,Ratepayer,Full Property Address,Post Code,Latitude,Longitude,Occupied,Liability Start date,Empty From,Last Rateable Value for 2017,Analysis Code of Last 2017 Val,2017 NDR - Analysis code desc,Exemptions,Exemption Start date,Relief Types,Relief Total,Relief mandatory,Relief discretionary
N00420750210,N00420750210,Bedale Motor Factors Ltd,"Bedale Motor Factors Ltd, Tutin Road, Leeming Bar Ind Estate, Northallerton, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,1995-04-01,,25250,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00420750215,N00420750215,The Kerfoot Group Retirement Benefit Scheme,"Storage Land, Plews Way, Leeming Bar Ind Estate, Leeming Bar, Northallerton, DL7 9UQ",DL7 9UQ,,,Y,2013-04-01,,6900,CW1,Land Used For Storage,LAND/MASTS,2013-10-01,,#N/A,,
N00420750217,N00420750217,Holmesterne Foods Ltd,"Unit 9, The Olive Grove, Plews Way, Leeming Bar Ind Estate, Leeming Bar, Northallerton, DL7 9UG",DL7 9UG,54.30495,-1.56279,Y,2011-03-01,,21000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00420750240,N00420750240,Coars (Ne) Ltd,"Unit 13, Plews Way, Leeming Bar Ind Estate, Leeming Bar, Northallerton, DL7 9UL",DL7 9UL,54.30572,-1.56390,Y,2014-09-01,,21000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00420750250,N00420750250,Premier Property Services (Ne) Ltd,"Unit 5, Plews Way, Leeming Bar Ind Estate, Leeming Bar, Northallerton, DL7 9DQ",DL7 9DQ,54.30568,-1.56443,Y,2000-11-30,,10000,CW3,Stores,#N/A,#N/A,,-4910.00,,
N00420750260,N00420750260,Tanfield Engineering Ltd,"Tanfield Engineering, Tutin Road, Leeming Bar Ind Estate, Northallerton, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,1995-04-01,,11250,IF3,Workshops,#N/A,#N/A,,-5523.75,,
N00420750270,N00420750270,Full Control Networks Distribution Ltd,"Unit 1 Phase 2, Tutin Road, Leeming Bar Ind Estate, Northallerton, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,2001-06-30,,10250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-5032.75,,
N00420750280,N00420750280,Bedale Day Nursery Ltd,"Direct Distribution, Tutin Road, Leeming Bar Ind Estate, Northallerton, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,2006-10-23,,32500,EN1,Day Nursery And Premises,#N/A,#N/A,,-62.23,,
N00420750310,N00420750310,Proctors Coaches (North Yorkshire) Ltd,"Proctors Coaches, Tutin Road, Leeming Bar Ind Estate, Northallerton, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,2007-07-05,,102000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00420750350,N00420750350,Sayers Road Tanker Services Ltd,"Site 1, Sayers Road Tanker Service, Tutin Road, Leeming Bar Ind Estate, Northallerton, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,1998-04-01,,25750,CG1,Vehicle Repair Workshop,#N/A,#N/A,,#N/A,,
N00420750355,N00420750355,Sayers Road Tanker Services Ltd,"Site 2, Sayers Road Tankers Ltd, Tutin Road, Leeming Bar Ind Estate, Northallerton, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,2003-08-18,,68500,CG1,Vehicle Repair Workshop,#N/A,#N/A,,#N/A,,
N00420750400,N00420750400,North Yorkshire County Council,"Household Waste Site, Leeming Bar Industrial E, Leeming Bar, Northallerton, North Yorkshire, DL7 9DQ",DL7 9DQ,54.30568,-1.56443,Y,1995-04-10,,12500,IMX,(Industrial [Minerals] Unclassified),#N/A,#N/A,,#N/A,,
N00420750413,N00420750413,4x4 Accessories And Tyres Ltd,"Vacant Part Unit 1 Mercury Park, Tutin Road, Leeming Bar Industrial Estate, Leeming Bar, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,2005-04-01,,5000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00420750416,N00420750416,4x4 Accessories And Tyres Ltd,"Units 1, 2 & 3 Mercury Park, Tutin Road, Leeming Bar Ind Estate, Northallerton, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,2013-11-30,,64500,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00420750430,N00420750430,4x4 Accessories And Tyres Ltd,"Mackella Park, Tutin Road, Leeming Bar Industrial Estate, Leeming Bar, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,2016-12-21,,77000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00420750450,N00420750450,4x4 Accessories And Tyres Ltd,"Meridan Place, Tutin Road, Leeming Bar Ind Estate, Northallerton, North Yorkshire, DL7 9UJ",DL7 9UJ,54.30638,-1.56716,Y,2007-06-25,,75500,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00420750550,N00420750550,Caw Ingredients Ltd,"Caw House, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9FD",DL7 9FD,54.30429,-1.56814,Y,2010-03-15,,690000,IF,Factories,#N/A,#N/A,,#N/A,,
N00420750920,N00420750920,R & R Ice Ceam Plc,"R & R Ice Cream, Leeming Bar Industrial Estate, Leeming Bar, Northallerton, North Yorkshire, DL7 9UL",DL7 9UL,54.30572,-1.56390,Y,2015-03-31,,770000,IF,Factories,#N/A,#N/A,,#N/A,,
N00420800020,N00420800020,The Corner House Hotel North Yorkshire Ltd,"The Corner House Hotel, 2, Leases Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9AN",DL7 9AN,54.30536,-1.56013,Y,2013-04-12,,18000,CL,Public House,#N/A,#N/A,,-1975.77,,
N00420800200,N00420800200,Vale Of Mowbray Bacon Co Ltd,"Bacon Factory, 20, Leases Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9AW",DL7 9AW,54.30642,-1.55963,Y,1995-04-01,,312500,IF,Factories,#N/A,#N/A,,#N/A,,
N00420800280,N00420800280,,"Leeming Bar Garage, 28, Leases Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9DA",DL7 9DA,54.30770,-1.56232,Y,2008-04-08,,10250,CG2,Garage,#N/A,#N/A,,-5032.75,,
N00420803100,N00420803100,,"Leases Farm, Leeming Bar, Northallerton, North Yorkshire, DL7 9DE",DL7 9DE,54.31670,-1.57140,Y,2003-04-01,,11250,CW3,Stores,#N/A,#N/A,,#N/A,,
N00420803200,N00420803200,Telefonica Uk Ltd,"Telecom  Mast Site Ref15872, Leeming Bar, Northallerton, North Yorkshire, DL8 1DF",DL8 1DF,54.29477,-1.57814,Y,2003-04-01,,7500,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N00420803201,N00420803201,,"Leases Hall, Leeming Bar, Northallerton, North Yorkshire, DL7 9DE",DL7 9DE,54.31670,-1.57140,Y,2019-02-15,,6100,LX,Other Leisure,#N/A,#N/A,,#N/A,,
N00420805000,N00420805000,Wensleydale Railway Co.,"Leeming Bar Station, Leases Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9DB",DL7 9DB,54.30705,-1.56251,Y,2000-06-13,,10500,CW3,Stores,#N/A,#N/A,,#N/A,,
N00420806000,N00420806000,Exelby Services Ltd,"Coneygarth, Leases Road, Leeming Bar, Northallerton, North Yorkshire, DL7  9FE",DL7  9FE,54.31268,-1.56799,Y,2014-11-07,,125000,CG,Petrol Filling Station,#N/A,#N/A,,-1108.80,,
N00420806100,N00420806100,Diner 51 Ltd,"Diner 51 Coneygarth, Leases Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9EG",DL7 9EG,54.31185,-1.56859,Y,2017-01-09,,6200,CR1,Cafes,#N/A,#N/A,,-3044.20,,
N00420806200,N00420806200,Lpw (Europe) Ltd,"Truck Wash Coneygarth, Leases Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9EG",DL7 9EG,54.31185,-1.56859,Y,2016-11-21,,35000,CX,Other Commercial,#N/A,#N/A,,-5876.13,,
N00420806300,N00420806300,Exelby Services Ltd,"Coneygarth House, Leases Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9EG",DL7 9EG,54.31185,-1.56859,Y,2016-08-22,,13250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-20.82,,
N00420900015,N00420900015,,"Unit 5, John H Gill & Sons Ltd, 1, Leeming Lane, Leeming Bar, Northallerton, North Yorkshire, DL7 9AB",DL7 9AB,54.30521,-1.55839,N,2018-06-01,,3200,IF3,Workshops,IND/6MONTH,2019-04-01,,#N/A,,
N00420900016,N00420900016,Mulberry Homes (Yorkshire) Ltd,"Unit 6, John H Gill & Sons Ltd, 1, Leeming Lane, Leeming Bar, Northallerton, North Yorkshire, DL7 9AB",DL7 9AB,54.30521,-1.55839,N,2013-12-09,,4100,IF3,Workshops,#N/A,#N/A,,#N/A,,
N00420900018,N00420900018,Mulberry Homes (Yorkshire) Ltd,"Unit 7, John H Gill & Sons Ltd, 1, Leeming Lane, Leeming Bar, Northallerton, North Yorkshire, DL7 9AB",DL7 9AB,54.30521,-1.55839,N,2015-01-02,,4400,IF3,Workshops,#N/A,#N/A,,#N/A,,
N00420900020,N00420900020,North Yorkshire County Council,"Aiskew & Leeming Bar Church Of England Primary School, 2, Leeming Lane, Leeming Bar, Northallerton, North Yorkshire, DL7 9AU",DL7 9AU,54.30351,-1.55926,Y,1995-04-01,,11250,EL,Local Authority Schools,#N/A,#N/A,,#N/A,,
N00420900025,N00420900025,,"Unit 2a John H Gill & Son Ltd, Leeming Lane, Leeming Bar, Northallerton, North Yorkshire, DL7 9AB",DL7 9AB,54.30521,-1.55839,Y,2012-05-01,,710,CW3,Stores,#N/A,#N/A,,-348.61,,
N00420900026,N00420900026,John H Gill & Sons Ltd,"Unit 2b John H Gill, Leeming Lane, Leeming Bar, Northallerton, North Yorkshire, DL7 9AB",DL7 9AB,54.30521,-1.55839,N,2015-01-02,,2050,CW3,Stores,LOW RV2900,2017-04-01,,#N/A,,
N00420900031,N00420900031,Bathrooms Direct & Bathroom Decor Ltd,"Bathroom Direct Unit 3, John H Gill And Son Ltd, Leeming Lane, Leeming Bar, Northallerton, DL7 9AB",DL7 9AB,54.30521,-1.55839,Y,2015-01-02,,7200,CW3,Stores,#N/A,#N/A,,-3535.20,,
N00420900032,N00420900032,John H Gill & Sons - Pension Scheme,"1st Floor Unit 4, John H Gill And Son Ltd, Leeming Lane, Leeming Bar, Northallerton, DL7 9AB",DL7 9AB,54.30521,-1.55839,Y,2015-01-02,,3950,CW3,Stores,#N/A,#N/A,,-1840.75,,
N00420900041,N00420900041,Allan Blanchard,"Unit 4, John H Gill And Son Ltd, Leeming Lane, Leeming Bar, Northallerton, DL7 9AB",DL7 9AB,54.30521,-1.55839,Y,2013-11-01,,10500,IF3,Workshops,#N/A,#N/A,,-5155.50,,
N00420900042,N00420900042,Armstrong Henderson Ltd,"R/O Unit 4, John H Gill And Son Ltd, Leeming Lane, Leeming Bar, Northallerton, DL7 9AB",DL7 9AB,54.30521,-1.55839,Y,2018-05-01,,7500,IF3,Workshops,#N/A,#N/A,,#N/A,,
N00420900110,N00420900110,Independent Power Networks Ltd,"Independent Distribution Network Operator, Leeming Lane, Leeming Bar, Northallerton, North Yorkshire, DL7 9AT",DL7 9AT,54.30443,-1.55876,Y,2016-04-01,,485,NX,Other Non Formula,#N/A,#N/A,,#N/A,,
N00420900505,N00420900505,Vodafone Limited,"Telecom Mast Leeming Services, Great North Road, Leeming Bar, Northallerton, North Yorkshire, DL8 9LH",DL8 9LH,,,Y,2005-04-01,,6600,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N00420900700,N00420900700,Mobile Broadband Network Ltd,"Telecom Mast Site Ref Nyk0006, Leeming Bar, Northallerton, North Yorkshire, DL7 9DE",DL7 9DE,54.31670,-1.57140,Y,2012-04-01,,8100,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N00421000190,N00421000190,,"Pembroke House, 19, Low Street, Leeming Bar, Northallerton, North Yorkshire, DL7 9BW",DL7 9BW,54.30856,-1.56206,Y,2009-04-01,,4220,CC1,Caravan Site,#N/A,#N/A,,-2072.02,,
N00421005255,N00421005255,Carillion Morgan Sindall Joint Venture,"Contractors Compound,Fairfield Quarry, Back Lane, Leeming Bar, Northallerton, North Yorkshire, DL7 9DD",DL7 9DD,54.31274,-1.56808,Y,2009-04-01,,58500,IX,Other Industrial,#N/A,#N/A,,#N/A,,
N00421005300,N00421005300,,"Rough Lea Corner Farm, Low Street, Leeming Bar, Northallerton, North Yorkshire, DL7 9LX",DL7 9LX,54.31415,-1.56439,Y,2002-04-01,,1000,CX,Other Commercial,#N/A,#N/A,,-491.00,,
N00421400051,N00421400051,,"5, Northallerton Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9AA",DL7 9AA,54.30534,-1.55971,Y,2007-03-13,,0,CS,Shop And Premises,#N/A,#N/A,,#N/A,,
N00422000010,N00422000010,Newquip Ltd,"Nq  House, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2009-04-14,,114000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00422000020,N00422000020,Sayers Road Tanker Services Ltd,"Unit 2a, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2012-12-05,,33500,IF3,Workshops,#N/A,#N/A,,#N/A,,
N00422000030,N00422000030,Yorkshire Provender Ltd,"Delicious H Q, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2015-11-19,,54500,IF,Factories,#N/A,#N/A,,#N/A,,
N00422000040,N00422000040,Lifetime Home Improvements Ltd,"Aspen House, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2018-10-10,,39000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00422100015,N00422100015,Bleikers Smoke House Ltd,"Units 1-6 Food Enterprise Centre, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2015-11-16,,59500,IF,Factories,#N/A,#N/A,,#N/A,,
N00422100072,N00422100072,Masons Yorkshire Gin Ltd,"7 Food Enterprise Centre, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2019-04-11,,7700,IF3,Workshops,#N/A,#N/A,,-3677.40,,
N00422100081,N00422100081,Heck Food Ltd,"Unit 8 And Unit 11, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2018-05-15,,14750,IF,Factories,#N/A,#N/A,,#N/A,,
N00422100090,N00422100090,Heck Food Ltd,"9 Food Enterprise Centre, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2012-11-19,,7700,IF,Factories,#N/A,#N/A,,#N/A,,
N00422100100,N00422100100,Heck Food Ltd,"10 Food Enterprise Centre, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2013-03-01,,7700,IF,Factories,#N/A,#N/A,,#N/A,,
N00422100121,N00422100121,Heck Food Ltd,"12 Food Enterprise Centre, Conygarth Way, Leeming Bar Business Park, Leeming Bar, Northallerton, DL7 9EE",DL7 9EE,54.30811,-1.56629,Y,2018-11-16,,7700,IF3,Workshops,#N/A,#N/A,,#N/A,,
N00429000151,N00429000151,,"Aiskew Grange Farm, Sandhill Lane, Aiskew, Bedale, North Yorkshire, DL8 1DX",DL8 1DX,54.30447,-1.57243,Y,2011-07-01,,5800,LX,Other Leisure,#N/A,#N/A,,-2518.91,,
N00429000500,N00429000500,Moto Hospitality Ltd,"The Lodge At Leeming Bar, Motel Leeming Sevices, 88, Bedale Road, Aiskew, Bedale, North Yorkshire, DL8 1DT",DL8 1DT,54.29884,-1.56645,Y,2014-02-03,,73250,CH3,Motel,#N/A,#N/A,,-664.52,,
N00429000503,N00429000503,Moto Hospitality Ltd,"Motel Leeming Filling Station, Motel Leeming Services, 86, Bedale Road, Aiskew, Bedale, North Yorkshire, DL8 1DT",DL8 1DT,54.29884,-1.56645,Y,2014-08-15,,8700,CG,Petrol Filling Station,#N/A,#N/A,,#N/A,,
N00429000510,N00429000510,,"Mcdonalds Restaurant Ltd, Motel Leeming Services, 92, Bedale Road, Aiskew, Bedale, North Yorkshire, DL8 1DT",DL8 1DT,54.29884,-1.56645,Y,2017-10-02,,88500,CR,Restaurants,#N/A,#N/A,,#N/A,,
N00429000520,N00429000520,Moto Hospitality Ltd,"Auto Recovery Services, Bedale Road, Aiskew, Bedale, North Yorkshire, DL8 1DD",DL8 1DD,54.29376,-1.57968,Y,2014-02-04,,19000,IX,Other Industrial,#N/A,#N/A,,#N/A,,
N00429000600,N00429000600,,"The Mill, Leases Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9AP",DL7 9AP,54.30543,-1.56128,Y,1997-09-08,,9400,CG1,Vehicle Repair Workshop,#N/A,#N/A,,#N/A,,
N00429000703,N00429000703,Highways England Co Ltd,"Rear Of Thoroughway House, Leeming Bar, Northallerton, North Yorkshire, DL8 1DU",DL8 1DU,54.31148,-1.57229,Y,2011-01-01,,0,IF3,Workshops,#N/A,#N/A,,#N/A,,
N00429005050,N00429005050,North Yorkshire County Council,"Northallerton Road, Leeming Bar, Northallerton, North Yorkshire, DL7 9AA",DL7 9AA,54.30534,-1.55971,Y,1995-04-01,,24750,CW2,Storage Depot,#N/A,#N/A,,#N/A,,
N00429005155,N00429005155,Highways England Co Ltd,"Leases Farm Quarry Tip, Leeming Bar, Northallerton, North Yorkshire, DL8 1DU",DL8 1DU,54.31148,-1.57229,Y,2018-04-01,,43500,IM4,Tipping Site,#N/A,#N/A,,#N/A,,
N00500400030,N00500400030,,"Rising Sun Farm Cottage & Haddocks Nook, Straight Lane, Aldwark, York, North Yorkshire, YO61 1TY",YO61 1TY,54.07997,-1.28850,Y,2008-07-30,,6200,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-2648.09,,
N00509000056,N00509000056,Greenkeepers Training Committee Ltd,"Ff Bigga House, Aldwark, York, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2008-05-23,,4800,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-2356.80,,
N00509000057,N00509000057,Marston Hotels Ltd,"Aldwark Manor, Aldwark, York, North Yorkshire, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2008-08-01,,197000,CH,Hotel,#N/A,#N/A,,#N/A,,
N00509000060,N00509000060,B & I Golf Greenkeepers Association Ltd,"The Key Room Gnd Floor, Bigga House, Aldwark, York, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2015-04-01,,5200,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-12.00,,
N00509000061,N00509000061,B & I Golf Greenkeepers Association Ltd,"General Office Gnd Flr, Bigga House, Aldwark, York, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2015-04-01,,15750,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N00509000062,N00509000062,B & I Golf Greenkeepers Association Ltd,"Meeting Room 1st Floor, Bigga House, Aldwark, York, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2015-04-01,,1650,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N00509000063,N00509000063,B & I Golf Greenkeepers Association Ltd,"Members Store 1st Floor, Bigga House, Aldwark, York, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2015-04-01,,760,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N00509000064,N00509000064,B & I Golf Greenkeepers Association Ltd,"Office 1 1st Floor, Bigga House, Aldwark, York, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2015-04-01,,1600,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N00509000065,N00509000065,B & I Golf Greenkeepers Association Ltd,"Office 2 1st Floor, Bigga House, Aldwark, York, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2015-04-01,,1500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N00509000066,N00509000066,B & I Golf Greenkeepers Association Ltd,"Office 3 1st Floor, Bigga House, Aldwark, York, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2015-04-01,,1975,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N00509000067,N00509000067,B & I Golf Greenkeepers Association Ltd,"Car Park, Bigga House, Aldwark, York, YO61 1UF",YO61 1UF,54.06205,-1.28421,Y,2015-04-01,,2250,CP,Car Parks & Parking Spaces,#N/A,#N/A,,#N/A,,
N00509000200,N00509000200,Badger Estates Ltd,"Aldwark Arms, Aldwark, Alne, York, North Yorkshire, YO61 1UB",YO61 1UB,54.06687,-1.28861,Y,2013-11-30,,26200,CL,Public House,#N/A,#N/A,,-4288.07,,
N00509000400,N00509000400,Raf Sailing Club,"., Aldwark, Alne, York, North Yorkshire, YO61 2BX",YO61 2BX,,,Y,1995-04-01,,1500,LX,Other Leisure,#N/A,#N/A,,-604.80,,
N00509009990,N00509009990,Yorkshire Water Services Ltd,"Sewage Disposal Works, Aldwark, Alne, North Yorkshire, YO61 1UB",YO61 1UB,54.06687,-1.28861,Y,1995-04-01,,990,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N00600600050,N00600600050,,"5, Post Office Cottages, Alne, York, North Yorkshire, YO61 1RP",YO61 1RP,54.08242,-1.24382,Y,2018-04-01,,3200,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1571.20,,
N00609000010,N00609000010,Alne Parish Leisure Associaton Tennis Club,"Alne Tennis Courts, Thirlcroft Lane, Alne, York, YO61 1TJ",YO61 1TJ,54.08356,-1.24403,Y,2005-04-01,,2400,LX,Other Leisure,#N/A,#N/A,,-740.21,,
N00609000400,N00609000400,Ebor Stone Ltd,"Station Road, Alne Station, Alne, York, North Yorkshire, YO61 1TP",YO61 1TP,54.09086,-1.23213,Y,1995-04-01,,10750,IF3,Workshops,#N/A,#N/A,,-5278.25,,
N00609000650,N00609000650,,"Blue Bell Inn, Alne, York, North Yorkshire, YO61 1RR",YO61 1RR,54.08250,-1.24296,Y,2002-04-08,,12200,CL,Public House,#N/A,#N/A,,-5723.97,,
N00609000800,N00609000800,The York Handmade Brick Co,"Brickworks, Forest Lane, Alne, York, North Yorkshire, YO61 1TU",YO61 1TU,54.09056,-1.20081,Y,1995-04-01,,82000,IM2,Brickworks,#N/A,#N/A,,#N/A,,
N00609001250,N00609001250,Alne Cricket Club,"Pavillion And Premises, The Flatts, Alne, York, North Yorkshire, YO61 1TB",YO61 1TB,54.08346,-1.23935,Y,1995-04-01,,4650,LS,Sports Grounds,#N/A,#N/A,,-1874.88,,
N00609001551,N00609001551,,"Far Shires  Farm, York Road, Easingwold, York, North Yorkshire, YO61 3EJ",YO61 3EJ,54.08974,-1.19513,Y,2013-08-01,,3390,CC1,Caravan Site,#N/A,#N/A,,-1664.49,,
N00609001552,N00609001552,G S C Grays Ltd,"Offices 2 & 3 Far Shires Granary, York Road, Easingwold, York, North Yorkshire, YO61 3EJ",YO61 3EJ,54.08974,-1.19513,Y,2019-02-01,,12000,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N00609001553,N00609001553,,"Office 4 Far Shires Granary, York Road, Easingwold, York, North Yorkshire, YO61 3EJ",YO61 3EJ,54.08974,-1.19513,N,2017-11-01,,3250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N00609002251,N00609002251,,"The Alders Caravan Park, Alne, York, North Yorkshire, YO61 1TB",YO61 1TB,54.08346,-1.23935,Y,1995-04-13,,25900,CC1,Caravan Site,#N/A,#N/A,,-194.32,,
N00609002270,N00609002270,,"R/O Home Farm, Alne, York, North Yorkshire, YO61 1TB",YO61 1TB,54.08346,-1.23935,Y,1995-04-01,,1000,CC,Camping Site,#N/A,#N/A,,-258.35,,
N00609002440,N00609002440,Allium Helmsley Ltd,"Alne Materials Recycling Facility, Forest Lane, Alne, York, North Yorkshire, YO61 1TU",YO61 1TU,54.09056,-1.20081,Y,2017-10-02,,79500,IMX,(Industrial [Minerals] Unclassified),#N/A,#N/A,,#N/A,,
N00609003101,N00609003101,,"Oakleigh Cottage, Oakleigh, Station Road, Alne, York, North Yorkshire, YO61 1TS",YO61 1TS,54.09644,-1.23168,Y,2016-04-08,,3350,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1644.85,,
N00609003702,N00609003702,,"Annexe At Prospect House, Alne, York, North Yorkshire, YO61 2RT",YO61 2RT,54.13422,-1.38647,Y,2016-07-03,,4350,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-2135.85,,
N00609003710,N00609003710,,"Livery Stables, Providence Pigs, Back Lane, Alne, York, YO61 1TJ",YO61 1TJ,54.08356,-1.24403,Y,2005-08-01,,1500,LX,Other Leisure,#N/A,#N/A,,#N/A,,
N00609004551,N00609004551,Northern Print Distribution Ltd,"The Old Station Yard, Alne, York, North Yorkshire, YO61 1TP",YO61 1TP,54.09086,-1.23213,Y,2002-04-01,,9400,CW,Warehouses,#N/A,#N/A,,#N/A,,
N00609005800,N00609005800,Alne Village Hall Committee,"Village Hall, Main Street, Alne, York, North Yorkshire, YO61 1TQ",YO61 1TQ,54.08494,-1.23949,Y,1995-04-01,,3800,LC3,Hall,#N/A,#N/A,,-1672.93,,
N00609005900,N00609005900,,"Walton Oaks, Forest Lane, Alne, York, North Yorkshire, YO611TT",YO611TT,54.09118,-1.22083,Y,2013-04-01,,1225,IF3,Workshops,#N/A,#N/A,,-601.48,,
N00609006350,N00609006350,,"Forest Lane Fisheries, Forest Lane, Alne, York, North Yorkshire, YO61 1TT",YO61 1TT,54.09118,-1.22083,Y,2006-05-19,,3650,CR1,Cafes,#N/A,#N/A,,-1792.15,,
N00609008000,N00609008000,Allium Helmsley Ltd,"Electricity Generating Plant, Forest Lane, Alne, York, YO61 1TU",YO61 1TU,54.09056,-1.20081,Y,2017-10-02,,6800,IMX,(Industrial [Minerals] Unclassified),#N/A,#N/A,,#N/A,,
N00609009000,N00609009000,North Yorkshire County Council,"Alne Primary School, Main Street, Alne, York, North Yorkshire, YO61 1RT",YO61 1RT,54.08272,-1.24522,Y,1995-04-01,,16750,EL,Local Authority Schools,#N/A,#N/A,,#N/A,,
N00609009500,N00609009500,Alne Pre School Playgroup,"Pre School Alne Primary School, Main Street, Alne, York, North Yorkshire, YO61 1RT",YO61 1RT,54.08272,-1.24522,Y,2013-04-15,,10000,EN1,Day Nursery And Premises,#N/A,#N/A,,-4032.00,,
N00709000250,N00709000250,,"Husthwaite Gate Campsite, The Old Station House, Husthwaite, York, North Yorkshire, YO61 4QF",YO61 4QF,54.17879,-1.21103,Y,2017-04-01,,3600,CC,Camping Site,#N/A,#N/A,,-1767.60,,
N00800300201,N00800300201,,"Annex At Arden, Hornby Road, Appleton Wiske, Northallerton, North Yorkshire, DL6 2AF",DL6 2AF,54.43743,-1.40101,Y,2013-06-15,,1800,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-883.80,,
