Property reference number,BA reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Empty from,Rateable value,VOA code,VOA description,Exemptions,Exemption start date,Relief types,Relief total,Relief mandatory,Relief discretionary
170276700636,,Scarborough Museums Trust,"Units, 108 - 111, Woodend Creative Workspace, The Crescent, Scarborough, North Yorkshire, YO11 2PW",YO11 2PW,54.27898,-0.40259,Y,2014-08-12,,18000,COS,Offices Store And Premises,,,20% Discretionary Top Up Relief,,,
170112750805,,Humankind,"56 - 60, Castle Road, Scarborough, North Yorkshire, YO11 1XE",YO11 1XE,54.28503,-0.40266,Y,2014-11-17,,26000,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170276700646,,Kagyu Samye Dzong (Scarborough) Rokpa Trust,"Kagyu Samye Dzong Scarborough, Londesborough Lodge, The Crescent, Scarborough, North Yorkshire, YO11 2PW",YO11 2PW,54.27898,-0.40259,Y,2014-07-21,,4600,LC,Community Centres Etc,,,20% Discretionary Top Up Relief,,,
103073700602,,Ymca,"Heron Foods, The Brigg, Station Avenue, Filey, North Yorkshire, YO14 9AQ",YO14 9AQ,54.21038,-0.29368,Y,2014-08-12,,40250,CS,Shops,,,Mandatory Charity Relief,,,
108013120516,,Royal National Lifeboat Insitution,"Lifeguard Station (Site), Cayton Bay, Scarborough, North Yorkshire, YO11 3NJ",YO11 3NJ,54.24018,-0.36635,Y,2014-07-01,,500,MX,Other Miscellaneous,,,20% Discretionary Top Up Relief,,,
135681050556,,Whitby Town Football Club,"Whitby Town Football Club, The Turnbull Ground, Upgang Lane, Whitby, North Yorkshire, YO21 3HZ",YO21 3HZ,54.48926,-0.62783,Y,2010-04-01,,15250,LS5,Football Ground And Premises,,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
135484200501,,Royal National Lifeboat Insitution,"Lifeguard Station, West Cliff, Whitby, North Yorkshire, YO21 3HT",YO21 3HT,54.49038,-0.62446,Y,2012-07-01,,2075,MX,Other Miscellaneous,,,20% Discretionary Top Up Relief,,,
135100300500,,Eastside Community Centre Ltd,"Community Play Centre, Abbots Road, Whitby, North Yorkshire, YO22 4EB",YO22 4EB,54.47861,-0.6076,Y,2013-12-06,,12000,LC1,Clubhouse,,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
171364900502,,Scarborough Sixth Form College,"Askham Bryan College, Sandybed Lane, Scarborough, North Yorkshire, YO12 5LF",YO12 5LF,54.27531,-0.43077,Y,2014-04-01,,9100,EL1,College And Premises,,,Mandatory Charity Relief,,,
171467650500,,Thomas Hinderwell Primary Academy,"Hinderwell County School, Seamer Road, Scarborough, North Yorkshire, YO12 4HF",YO12 4HF,54.26562,-0.41685,Y,2013-11-01,,51500,EL,Local Authority Schools,,,Mandatory Charity Relief,,,
103007640520,,Wilf Ward Family Trust,"2a, Blue Anchor Road, Moor Road, Filey, North Yorkshire, YO14 9GG",YO14 9GG,54.1795,-0.28474,Y,2013-07-12,,3800,CH1,Apartment House,,,Mandatory Charity Relief,,,
151035900588,,St Hildas Almshouses Trust,"33, High Street, Hinderwell, Saltburn-By-The-Sea, North Yorkshire, TS13 5JX", TS13 5JX,,,Y,2013-05-01,,910,LC3,Hall,,,20% Discretionary Top Up Relief,,,
170324400593,,Rethink,"Suite 3 Gnd Flr At, 29-31, Falsgrave Road, Scarborough, North Yorkshire, YO12 5EA",YO12 5EA,54.27794,-0.41092,Y,2013-03-17,,1675,CO,Office (Excluding Central & Local Gov'T),,,Mandatory Charity Relief,,,
170003250552,,Yorkshire In Business Ltd,"Unit 22, Scarborough Business Centre, Auborough Street, Scarborough, North Yorkshire, YO11 1HT",YO11 1HT,54.28567,-0.39798,Y,2013-07-31,,3050,CO,Office (Excluding Central & Local Gov'T),,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
171584000516,,Westway Open Arms,"Westway House, Westway, Scarborough, North Yorkshire, YO11 3EE",YO11 3EE,54.24181,-0.40372,Y,2013-07-29,,17500,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
109013020640,,Yorkshire Coast Workshop Ltd,"Unit 15a, Cayley Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YJ",YO11 3YJ,54.23302,-0.4173,Y,2013-04-01,,1600,CO,Office (Excluding Central & Local Gov'T),,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
170104150526,,The Royal British Legion,"1st Flr And Pt Bst At, 33-37, Bar Street, Scarborough, North Yorkshire, YO11 2HT",YO11 2HT,54.28179,-0.39973,Y,2010-04-01,,6000,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170172600575,,Groundwork Wakefield Ltd,"Bst & Gnd Floors, 32, St Nicholas Street, Scarborough, North Yorkshire, YO11 2HF",YO11 2HF,54.28224,-0.39902,Y,2013-06-01,,21500,CS,Shops,,,20% Discretionary Top Up Relief,,,
170144700560,,Scarborough Disablement Action Group,"Unit 4, The Street, 12, Lower Clark Street, Scarborough , North Yorkshire, YO12 7PW",YO12 7PW,54.28618,-0.40312,Y,2013-04-13,,6100,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170624450587,,Gladstone & Falsgrave Community Play Centre Ltd,"Gladstone & Falsgrave Rec Centre, Gallows Close, Falsgrave Road, Scarborough, North Yorkshire, YO12 5EF",YO12 5EF,54.27809,-0.41193,Y,2013-04-01,,11500,LC,Community Centres Etc,,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
135015150565,,Whitby Area Development Trust,"R - O, 44, Church Street, Whitby, North Yorkshire, YO22 4AS",YO22 4AS,54.48632,-0.61075,Y,2013-04-22,,2225,CW,Warehouses,,,20% Discretionary Top Up Relief,,,
171364900501,,Scarborough Sixth Form College,"Scarborough Sixth Form College, Sandybed Lane, Scarborough, North Yorkshire, YO12 5LF",YO12 5LF,54.27531,-0.43077,Y,2012-04-16,,252500,EL1,College And Premises,,,Mandatory Charity Relief,,,
109020770583,,Beyond Housing Ltd,"2b, Orchard Court, Dunslow Road, Scarborough, North Yorkshire, YO11 3UT",YO11 3UT,54.23805,-0.41434,Y,2012-12-19,,22250,CW,Warehouses,,,Mandatory Charity Relief,,,
170007500550,,Scarborough Amateur Rowing Club,"Scarborough Amateur Rowing Club, Blands Cliff, Scarborough, North Yorkshire, YO11 1NR",YO11 1NR,54.28294,-0.3967,Y,2011-10-01,,1475,CS,Shops,,,Mandatory CASC Relief,,,
170144700557,,Relate,"Unit 21, The Street, 12, Lower Clark Street, Scarborough , North Yorkshire, YO12 7PW",YO12 7PW,54.28618,-0.40312,Y,2013-01-16,,2600,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170144700728,,Advocacy & Alliance,"Unit 28, The Street, 12, Lower Clark Street, Scarborough , North Yorkshire, YO12 7PW",YO12 7PW,54.28618,-0.40312,Y,2013-01-18,,5900,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
109013020635,,Craven College,"Unit, 14a, Cayley Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YJ",YO11 3YJ,54.23302,-0.4173,Y,2013-01-07,,2600,CO,Office (Excluding Central & Local Gov'T),,,Mandatory Charity Relief,,,
170144700722,,Art Therapy Yorkshire,"Unit 22, The Street, 12, Lower Clark Street, Scarborough , North Yorkshire, YO12 7PW",YO12 7PW,54.28618,-0.40312,Y,2013-01-16,,2750,CO,Office (Excluding Central & Local Gov'T),,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
135602300521,,York Against Cancer,"44, Metropole Towers, Argyle Road, Whitby, North Yorkshire, YO21 3HU",YO21 3HU,54.49028,-0.62533,Y,2012-12-14,,4450,CH1,Apartment House,,,Mandatory Charity Relief,,,
171074900552,,Firstlight Trust,"Firstlight Trust, Stepney Hill Farm Office, Stepney Road, Scarborough, North Yorkshire, YO12 5NL",YO12 5NL,54.2688,-0.43254,Y,2013-01-07,,1075,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
106020200613,,Acn Independence & Leisure Ltd,"13, Dolphin Way, Gristhorpe, Filey, North Yorkshire, YO14 9PU",YO14 9PU,54.22974,-0.32115,Y,2010-05-14,,3350,CH1,Apartment House,,,Mandatory Charity Relief,,,
103045470505,,Filey Lions Club,"Adj 11, Maleys Yard, Filey, North Yorkshire, YO14 9EF",YO14 9EF,54.21291,-0.29109,Y,2010-01-01,,520,CW3,Store,,,Mandatory Charity Relief,,,
103045470550,,Filey Lions Club,"Garage No 10, Maleys Yard, Filey, North Yorkshire, YO14 9EF",YO14 9EF,54.21291,-0.29109,Y,2010-01-01,,445,CG2,Garage,,,Mandatory Charity Relief,,,
109045860509,,Alzheimers Society,"Gnd Flr Unit, 16, Manor Court, Manor Garth, Eastfield, Scarborough, North Yorkshire, YO11 3TU",YO11 3TU,54.23288,-0.41319,Y,2012-11-26,,10500,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170059550620,,Scarborough Maritime Heritage Centre,"Baiting Shed No 4, Quay Street, Scarborough, North Yorkshire, YO11 1PL",YO11 1PL,54.28436,-0.38897,Y,2012-09-24,,1075,CW3,Store,,,20% Discretionary Top Up Relief,,,
113057070500,,Derwent Valley Bridge,"Library, Adj Methodist Chapel, West Ayton, Scarborough, North Yorkshire, YO13 9JE",YO13 9JE,54.24695,-0.49158,Y,2012-05-01,,7800,EM,Libraries,,,20% Discretionary Top Up Relief,,,
151186830531,,Jet Coast Development Trust Ltd,"Room 6, Gateway Business Centre, Whitegate Close, Staithes, Saltburn, Cleveland, TS13 5BB", TS13 5BB,,,Y,2012-01-01,,960,CO,Office (Excluding Central & Local Gov'T),,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
151186830526,,Jet Coast Development Trust Ltd,"Room 1, Gateway Business Centre, Whitegate Close, Staithes, Saltburn, Cleveland, TS13 5BB", TS13 5BB,,,Y,2012-01-01,,960,CO,Office (Excluding Central & Local Gov'T),,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
103006350531,,Age Uk Scarborough & District,"17, Belle Vue Street, Filey, North Yorkshire, YO14 9HU",YO14 9HU,54.20862,-0.28807,Y,2012-03-30,,9500,CS,Shops,,,20% Discretionary Top Up Relief,,,
170382050620,,St Catherines Hospice Trust,"137a, Victoria Road, Scarborough, North Yorkshire, YO11 1SY",YO11 1SY,54.27929,-0.40904,Y,2012-02-10,,11000,CS,Shops,,,Mandatory Charity Relief,,,
170003250556,,Foundation Housing,"Unit 26, Scarborough Business Centre, Auborough Street, Scarborough, North Yorkshire, YO11 1HT",YO11 1HT,54.28567,-0.39798,Y,2010-06-01,,2500,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
109013020641,,Yorkshire In Business Ltd,"Scarborough Enterprise Agency, Cayley Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YJ",YO11 3YJ,54.23302,-0.4173,Y,2011-05-01,,4650,CO,Office (Excluding Central & Local Gov'T),,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
135410150556,,Whitby Brunswick Centre,"Brunswick Centre, Brunswick Street, Whitby, North Yorkshire, YO21 1RB",YO21 1RB,54.48617,-0.61623,Y,2011-09-05,,5300,LC3,Hall,,,20% Discretionary Top Up Relief,,,
103038750563,,St Catherines Hospice Trust,"20, John Street, Filey, North Yorkshire, YO14 9DQ",YO14 9DQ,54.20875,-0.28729,Y,2011-06-01,,10750,CS,Shops,,,Mandatory Charity Relief,,,
171205100517,,Remap,"Gnd Flr At, Standard House, Beaconsfield Street, Scarborough, North Yorkshire, YO12 4EJ",YO12 4EJ,54.27175,-0.41661,Y,2011-01-01,,3050,IF3,Workshop,,,20% Discretionary Top Up Relief,,,
103029760500,,Wilf Ward Family Trust,"9, Green Close, Moor Road, Filey, North Yorkshire, YO14 9GQ",YO14 9GQ,54.17869,-0.28721,Y,2010-11-29,,6200,CH1,Apartment House,,,Mandatory Charity Relief,,,
118266000519,,Newby & Scalby Community Hall Trust (Charity),"Community Hall, Scalby Road, Scalby, Scarborough, North Yorkshire, YO13 0RA",YO13 0RA,54.29926,-0.44511,Y,2010-10-01,,6300,LC3,Hall,,,20% Discretionary Top Up Relief,,,
112060050531,,Basics Plus,"Betton Farm Shop, Racecourse Road, East Ayton, Scarborough, North Yorkshire, YO13 9HT",YO13 9HT,54.25426,-0.47056,Y,2010-08-09,,12000,CR1,Cafe,,,20% Discretionary Top Up Relief,,,
170100550535,,British Heart Foundation,"27, Aberdeen Walk, Scarborough, North Yorkshire, YO11 1BA",YO11 1BA,54.28273,-0.40258,Y,2010-06-24,,51000,CS,Shops,,,Mandatory Charity Relief,,,
109013020609,,Wilf Ward Family Trust,"Unit, 9, Cayley Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YJ",YO11 3YJ,54.23302,-0.4173,Y,2010-06-01,,1600,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170719800698,,Scarborough Talking News,"2nd Flr At, 183, Dean Road, Scarborough, North Yorkshire, YO12 7JH",YO12 7JH,54.28578,-0.41296,Y,2009-10-26,,3050,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
171657300501,,The Epiphany Trust,"The Conifers, Moor Lane, Eastfield, Scarborough, North Yorkshire, YO11 3LW",YO11 3LW,54.23846,-0.39557,Y,2010-02-05,,4300,CH2,Boarding House,,,Mandatory Charity Relief,,,
135425900526,,Mind,"4, Flowergate, Whitby, North Yorkshire, YO21 3BA",YO21 3BA,54.48649,-0.61557,Y,2009-06-24,,14750,CS,Shops,,,Mandatory Charity Relief,,,
103066450504,,Filey Community Sports Club,"Filey Community Sports Club, Scarborough Road, Filey, North Yorkshire, YO14 9NJ",YO14 9NJ,54.21491,-0.29996,Y,2010-02-01,,7100,LS,Sports Grounds,,,Mandatory CASC Relief,,,
109013020607,,Wilf Ward Family Trust,"Unit, 7, Cayley Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YJ",YO11 3YJ,54.23302,-0.4173,Y,2010-02-01,,1600,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
109013020606,,Wilf Ward Family Trust,"Unit, 6, Cayley Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YJ",YO11 3YJ,54.23302,-0.4173,Y,2010-02-01,,1600,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170643700622,,Support For Carers (Scarborough & District),"Support For Carers, Unit 4 At, 64-66, Londesborough Road, Scarborough, North Yorkshire, YO12 5AF",YO12 5AF,54.27628,-0.41132,Y,2009-11-02,,2350,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170643700621,,Dial A Ride (Scarborough & District),"Dial A Ride, Unit 4 At , 64-66, Londesborough Road, Scarborough, North Yorkshire, YO12 5AF",YO12 5AF,54.27628,-0.41132,Y,2009-11-02,,9500,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
103015950506,,First Filey Scout Group,"Filey Scout Group, Cliff Top, Filey, North Yorkshire, YO14 9HG",YO14 9HG,54.21069,-0.28506,Y,2005-05-01,,2950,LC3,Hall,,,20% Discretionary Top Up Relief,,,
170232100560,,Scarborough & District Samaritans,"13, Hanover Road, Scarborough, North Yorkshire, YO11 1LS",YO11 1LS,54.2806,-0.40681,Y,2009-12-02,,3000,CS,Shops,,,Mandatory Charity Relief,,,
109013020520,,Craven College,"Unit, 40, Cayley Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YJ",YO11 3YJ,54.23302,-0.4173,Y,2009-10-01,,3350,CO,Office (Excluding Central & Local Gov'T),,,Mandatory Charity Relief,,,
171860650676,,St Catherines Hospice Trust,"28b & 28c, Ramshill Road, Scarborough, North Yorkshire, YO11 2QF",YO11 2QF,54.2746,-0.40216,Y,2009-09-08,,13500,CS,Shops,,,Mandatory Charity Relief,,,
172026010503,,Scarborough Flower Fund Homes,"3, Flower Croft, Scarborough, North Yorkshire, YO11 3AS",YO11 3AS,54.2596,-0.38695,Y,2009-10-20,,3300,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170753250584,,Scarborough Cricket Club,"Scarborough Cricket Club, North Marine Road, Scarborough, North Yorkshire, YO12 7TJ",YO12 7TJ,54.28873,-0.40413,Y,2008-12-10,,20000,LS,Sports Grounds,,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
109020770517,,Royal National Lifeboat Institution,"Unit, 3b, Orchard Court, Dunslow Road, Scarborough, North Yorkshire, YO11 3UT",YO11 3UT,54.23805,-0.41434,Y,2009-04-09,,23000,IF3,Workshop,,,20% Discretionary Top Up Relief,,,
170026150673,,Scarborough Amateur Rowing Club,"Club And Boat House, 29, Foreshore Road, Scarborough, North Yorkshire, YO11 1PB",YO11 1PB,54.28345,-0.39435,Y,2009-04-01,,4400,LC1,Clubhouse,,,Mandatory CASC Relief,,,
151186830529,,Jet Coast Development Trust Ltd,"Room 4, Gateway Business Centre, Whitegate Close, Staithes, Saltburn, Cleveland, TS13 5BB", TS13 5BB,,,Y,2009-03-01,,960,CO,Office (Excluding Central & Local Gov'T),,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
118266000502,,Scarborough Rugby Union Football Club,"Scarborough Rugby Union Fc, 569, Scalby Road, Scalby, Scarborough, North Yorkshire, YO13 0NL",YO13 0NL,54.30984,-0.4452,Y,2009-02-01,,72000,LS,Sports Grounds,,,Mandatory CASC Relief,,,
117035100590,,Scarborough & Ryedale Carers Resource Centre,"Scarborough & Ryedale Carers Resource At, 96, High Street, Snainton, Scarborough, North Yorkshire, YO13 9AJ",YO13 9AJ,54.2276,-0.58508,Y,2009-04-01,,11750,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
139035060505,,Mulgrave Community Sports Association,"Mulgrave Community Sports Association, High Street, Lythe, Whitby, North Yorkshire, YO21 3RT",YO21 3RT,54.50598,-0.69535,Y,2008-04-18,,6200,LS,Sports Grounds,,,Mandatory Charity Relief,,,
103069350507,,Filey Lawn Tennis Club,"Tennis Courts, Southdene, Filey, North Yorkshire, YO14 9BB",YO14 9BB,54.20614,-0.28848,Y,2009-01-08,,2400,LX,Other Leisure,,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
109013020611,,Craven College,"Unit, 11, Cayley Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YJ",YO11 3YJ,54.23302,-0.4173,Y,2009-01-01,,1300,CO,Office (Excluding Central & Local Gov'T),,,Mandatory Charity Relief,,,
120087620500,,Scalby Cricket Club,"Cricket Ground, Swarthlands Lane, Burniston, Scarborough, North Yorkshire, YO13 0AA",YO13 0AA,54.31537,-0.44853,Y,2008-04-01,,800,LS,Sports Grounds,,,Mandatory CASC Relief,,,
171404650514,,Scarborough Gymnastics Association,"Unit, 1, Barrys Lane Leisure Complex, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,2008-10-01,,26000,IF3,Workshop,,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
120087620565,,Adult Placement Services,"Unit 3e, Willymath Close, Burniston, Scarborough, North Yorkshire, YO13 0HG",YO13 0HG,54.31966,-0.43983,Y,2008-08-04,,6300,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
135404950780,,Cancer Research Uk,"70, Baxtergate, Whitby, North Yorkshire, YO21 1BL",YO21 1BL,54.48596,-0.61525,Y,2008-08-04,,20500,CS,Shops,,,Mandatory Charity Relief,,,
170181500555,,Scarborough Museums Trust,"Rotunda Museum, Vernon Road, Scarborough, North Yorkshire, YO11 2PS",YO11 2PS,54.2794,-0.39931,Y,2008-01-01,,58500,EM1,Museum,,,20% Discretionary Top Up Relief,,,
135425900823,,Caring Together Whitby & Dist.,"Caring Together, Church House Centre, Flowergate, Whitby, North Yorkshire, YO21 3BA",YO21 3BA,54.48649,-0.61557,Y,2008-04-30,,920,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
171057590510,,Joseph Rowntree Housing Trust,"Joseph Rowntree Housing Trust, Plaxton Court, Scarborough, North Yorkshire, YO12 6QT",YO12 6QT,54.27659,-0.4391,Y,2008-05-06,,18500,LC,Community Centres Etc,,,Mandatory Charity Relief,,,
170151550661,,Oxfam,"67, Newborough, Scarborough, North Yorkshire, YO11 1ET",YO11 1ET,54.28299,-0.39896,Y,2008-01-01,,16250,CS,Shops,,,Mandatory Charity Relief,,,
170276700535,,Scarborough Museums Trust,"The Art Gallery, The Crescent, Scarborough, North Yorkshire, YO11 2PW",YO11 2PW,54.27898,-0.40259,Y,2008-01-01,,54500,EM1,Museum,,,20% Discretionary Top Up Relief,,,
109082670550,,Scarborough Museums Trust,"10, Wareham Road, Scarborough, North Yorkshire, YO11 3UW",YO11 3UW,54.23625,-0.40603,Y,2008-01-01,,5400,IF,Factories,,,20% Discretionary Top Up Relief,,,
118235500520,,Scalby Toilets Trust,"Public Convenience, 27, High Street, Scalby, Scarborough, North Yorkshire, YO13 0PT",YO13 0PT,54.30046,-0.44748,Y,2007-10-23,,1675,MX,Other Miscellaneous,,,20% Discretionary Top Up Relief,,,
135540570551,,North York Moors Historical Railway Trust Ltd,"Unit 3, Whitby Station, Langborne Road, Whitby, North Yorkshire, YO21 1YN",YO21 1YN,54.48484,-0.61486,Y,2007-08-20,,7100,CS,Shops,,,Mandatory Charity Relief,,,
170082220501,,Scarborough Yacht Club,"Scarborough Yacht Club, Vincent Pier, Scarborough, North Yorkshire, YO11 1PH",YO11 1PH,54.28196,-0.38989,Y,2005-04-01,,6600,CL2,Public House And Premises,,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
103075950514,,Sheffield Childrens Nhs Trust,"Caravan (Pact) At, Primrose Valley Holiday Centre, Primrose Valley, Filey, North Yorkshire, YO14 9RF",YO14 9RF,54.18914,-0.28258,Y,2006-04-01,,1075,CC3,Caravan Pitch And Premises,,,Mandatory Charity Relief,,,
109013020631,,Craven College,"Units, 12-14, Cayley Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YJ",YO11 3YJ,54.23302,-0.4173,Y,2007-01-04,,4250,CO,Office (Excluding Central & Local Gov'T),,,Mandatory Charity Relief,,,
170701520516,,Scarborough Indoor Bowls Centre Ltd,"The Alexandra Bowls Centre, Peasholm Road, Scarborough, North Yorkshire, YO12 7TT",YO12 7TT,54.29068,-0.40779,Y,2003-09-01,,30400,LX,Other Leisure,,,Mandatory CASC Relief,,,
135425900822,,Coast And Vale Community Action,"Whitby & District Voluntary Action, Church House Centre, Flowergate, Whitby, North Yorkshire, YO21 3BA",YO21 3BA,54.48649,-0.61557,Y,2006-10-16,,7100,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
135425900824,,Good Neighbours Community Transport,"Good Neighbours Community Transport, Church House Centre, Flowergate, Whitby, North Yorkshire, YO21 3BA",YO21 3BA,54.48649,-0.61557,Y,2006-10-16,,1850,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
135425900821,,Whitby & District Disablement Action Group Plc,"Disablement Action Group, Church House Centre, Flowergate, Whitby, North Yorkshire, YO21 3BA",YO21 3BA,54.48649,-0.61557,Y,2006-10-16,,4500,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
170309870508,,Scarborough & District Samaritans,"Samaritans House, 40, Trafalgar Street West, Scarborough, North Yorkshire, YO12 7AS",YO12 7AS,54.28181,-0.40934,Y,2007-02-28,,15500,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
135451400561,,Oxfam,"Unit 3b At, 7, New Quay Road, Whitby, North Yorkshire, YO21 1DH",YO21 1DH,54.48585,-0.61425,Y,2006-11-20,,28250,CS,Shops,,,Mandatory Charity Relief,,,
170328050588,,Beyond Housing Ltd,"Brook House, 4, Gladstone Road, Scarborough, North Yorkshire, YO12 7BH",YO12 7BH,54.28154,-0.4104,Y,2007-03-29,,85000,CO,Office (Excluding Central & Local Gov'T),,,Mandatory Charity Relief,,,
135387200522,,Whitby Rugby Union Football Club,"Whitby Rugby Club, White Leys Road, Whitby, North Yorkshire, YO21 3PB",YO21 3PB,54.48759,-0.6319,Y,2000-04-01,,17250,LS,Sports Grounds,,,Mandatory CASC Relief,,,
118266000528,,Scalby & Newby Bowling Club,"Scalby & Newby Bowling Club, Scalby Road, Scalby, Scarborough, North Yorkshire, YO13 0RA",YO13 0RA,54.29926,-0.44511,Y,2001-04-01,,540,LX,Other Leisure,,,Mandatory CASC Relief,,,
118266000529,,Scalby Tennis Club,"Scalby Tennis Club, Scalby Road, Scalby, Scarborough, North Yorkshire, YO13 0RA",YO13 0RA,54.29926,-0.44511,Y,2000-04-01,,2650,LX,Other Leisure,,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
171936350500,,Look National,"22, Normanton Rise, Belvedere Place, Scarborough, North Yorkshire, YO11 2YD",YO11 2YD,54.26644,-0.39533,Y,2006-06-30,,2550,CH1,Apartment House,,,Mandatory Charity Relief,,,
170388700506,,York Housing Association Ltd,"The Office, Kealia Court, 23, Wooler Street, Scarborough, North Yorkshire, YO12 7DZ",YO12 7DZ,54.28018,-0.41431,Y,2005-11-14,,2400,CO,Office (Excluding Central & Local Gov'T),,,Mandatory Charity Relief,,,
155040600522,,Scarborough & District Scout Council,"Field Study Centre, Birch Hall, Langdale End, Scarborough, North Yorkshire, YO13 0BW",YO13 0BW,54.32011,-0.57733,Y,2005-04-01,,4200,EX,"Other Educational,Training & Cultural",,,20% Discretionary Top Up Relief,,,
151186830520,,Jet Coast Development Trust Ltd,"Jet Coast Developments Ltd, Whitegate Close, Staithes, Saltburn, Cleveland, TS13 5BB", TS13 5BB,,,Y,2005-09-15,,2150,CO,Office (Excluding Central & Local Gov'T),,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
170151550565,,Scope,"22, Newborough, Scarborough, North Yorkshire, YO11 1NA",YO11 1NA,54.28274,-0.39871,Y,2005-03-01,,20500,CS,Shops,,,Mandatory Charity Relief,,,
170283850728,,Scarborough Shopmobility,"Scarborough Shop Mobility, Somerset Terrace, Scarborough, North Yorkshire, YO11 2PA",YO11 2PA,54.27984,-0.40311,Y,2005-04-01,,10750,CS,Shops,,,20% Discretionary Top Up Relief,,,
170021550505,,Scarborough Sea Cadet Corps,"East Sandgate, East Sandgate, Scarborough, North Yorkshire, YO11 1PR",YO11 1PR,54.28483,-0.39087,Y,2005-02-24,,3250,LC3,Hall,,,Mandatory Charity Relief,,,
151035900641,,Hinderwell Village Hall,"Hinderwell Village Hall, 7, Runswick Lane, Hinderwell, Saltburn, Cleveland, TS13 5HP", TS13 5HP,,,Y,2004-10-01,,11000,LC3,Hall,,,20% Discretionary Top Up Relief,,,
135582200512,,Whitby Area Development Trust,"The Whitby Resource Centre At The Coliseum, Victoria Place, Whitby, North Yorkshire, YO21 1EZ",YO21 1EZ,54.48479,-0.6169,Y,2004-11-09,,48250,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
135668700539,,Interactive (Whitby & District),"Unit 3 At, The Archway, Skinner Street, Whitby, North Yorkshire, YO21 3AQ",YO21 3AQ,54.48703,-0.61755,Y,2004-08-01,,2200,CO,Office (Excluding Central & Local Gov'T),,,20% Discretionary Top Up Relief,,,
171249650500,,2nd Elo Scarborough Scout Group,"Scout Hall, Mount View Avenue, Scarborough, North Yorkshire, YO12 4EW",YO12 4EW,54.27089,-0.41818,Y,2004-11-08,,3500,LC3,Hall,,,20% Discretionary Top Up Relief,,,
