Property reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Liability start date,Current Analysis Code Description,Rateable value,Current Relief Type,Current Relief Type Description,Current Relief Award Start Date,Current Relief Award End Date,Current Property Exemption Code,Current Prop Exemption Description,Current Prop Exemption Start Date,Current Prop Exemption End Date
80490000183N,Aaa Investments Ltd,"Aaa Investments Ltd, Unit 14b, Pennine Business Park, Longbow Close, Huddersfield, HD2 1GQ",HD2 1GQ,53.68004,-1.76237,2017-01-01,Office (Excluding Central & Local Gov'T),3900,SBRE,Small Business Relief England,2017-01-01,,,,,
20100000105N,,"Ground Floor, Ratcliffe Mills, Forge Lane, Dewsbury, WF12 9BU",WF12 9BU,53.67713,-1.63949,2012-11-19,Warehouses,10000,SBRE,Small Business Relief England,2012-11-19,,,,,
05680001011N,Aakash Catering Bradford Limited,"_, Providence Place, Bradford Road, Cleckheaton, BD19 3PN",BD19 3PN,53.72747,-1.71225,2013-03-01,Restaurants,52500,,,,,,,,
62090004770N,,"477, Wakefield Road, Liversedge, WF15 6BL",WF15 6BL,53.70986,-1.68478,2018-12-07,Shops,3250,EPRN,Empty Property Rate Non-Industrial,2018-12-07,,,,,
49010000047N,,"Office 1, 1t Floor Unit 1, Providence Works, Rouse Mill Lane, Soothill, Batley, WF17 5QB",WF17 5QB,53.70938,-1.62502,2016-03-10,Office (Excluding Central & Local Gov'T),1150,SBRE,Small Business Relief England,2016-03-10,,,,,
62000005210N,,"521, Wakefield Road, Waterloo, Huddesrfield, HD5 9XW",HD5 9XW,53.64454,-1.74428,2018-08-13,Shops,11000,SBRE,Small Business Relief England,2018-08-13,,,,,
66350100090N,Abacus Stone Sales Limited,"Hagg Wood, Woodhead Road, Honley, Holmfirth, HD9 6PW",HD9 6PW,53.60279,-1.78743,2009-01-07,Land Used For Storage,4700,SBRE,Small Business Relief England,2011-12-18,,,,,
28630002190N,Abaris International Ltd,"Unit Q, Bridge Mills, Huddersfield Road, Holmfirth, HD9 3TW",HD9 3TW,53.57567,-1.78545,2013-04-01,Workshops,4050,SBRE,Small Business Relief England,2013-04-01,,,,,
28630202170N,Abaris International Ltd,"Unit G/Gf, Bridge Mills, Huddersfield Road, Holmfirth, HD9 3TW",HD9 3TW,53.57567,-1.78545,2017-06-05,Stores,2275,,,,,,,,
35703000060N,,"Unit 2, Cliffe Business Park, Manchester Road, Huddersfield, HD1 3JD",HD1 3JD,53.64117,-1.79827,2003-09-10,Warehouses,10750,SBRE,Small Business Relief England,2007-04-01,,,,,
05690000480N,,"48, Bradford Road, Dewsbury, WF13 2DR",WF13 2DR,53.69505,-1.63093,2003-12-15,Vehicle Repair Workshop,10500,SBRE,Small Business Relief England,2007-04-01,,,,,
05640004384N,,"Unit B, 438-442, Bradford Road, Batley, WF17 5LS",WF17 5LS,53.71326,-1.62735,2015-04-06,Warehouses,13250,,,,,,,,
06190000181N,,"16, Brewery Lane, Thornhill Lees, Dewsbury, WF12 9DZ",WF12 9DZ,53.67446,-1.63690,2017-02-01,Office (Excluding Central & Local Gov'T),1150,SBRE,Small Business Relief England,2017-02-01,,,,,
12550000490N,,"49, Commercial Road, Skelmanthorpe, Huddersfield, HD8 9DA",HD8 9DA,53.59162,-1.65069,2001-04-01,Shops,5700,SBRE,Small Business Relief England,2005-04-01,,,,,
41630000038N,,"Car Parking Space 16-20 & 20a-B, Norwich Union Car Park, Market Street, Huddersfield, HD1 2LR",HD1 2LR,53.64495,-1.78469,2017-04-01,Car Parking Space,4200,,,,,,,,
40200200160N,,"Unit 10, Oakes Mill West, New Hey Road, Oakes Huddersfield, HD3 4BY",HD3 4BY,53.65370,-1.82300,1999-12-01,Warehouses,4500,,,,,,,,
14060000010N,Abbey House Vet Clinic,"1, Cross Church Street, Cleckheaton, BD19 3RP",BD19 3RP,53.72421,-1.71056,1990-04-01,Surgeries,4900,,,,,,,,
36300000640N,Abbey National Plc,"64, Market Place, Heckmondwike, WF16 0HX",WF16 0HX,53.70731,-1.67437,1994-10-19,Shops,17750,,,,,HHH,Three month allowance,26/10/2018,25/01/2019
61110400020N,Abbeyways Tours Ltd,"Unit 2 Bus Station, Upperhead Row, Huddersfield, HD1 2JL",HD1 2JL,53.64662,-1.78585,2012-11-28,Shops,3750,SBRE,Small Business Relief England,2012-11-28,,,,,
18070000110N,,"11, Fairfield Parade, Heckmondwike, WF16 9NT",WF16 9NT,53.71580,-1.66500,2016-01-01,Hairdressing Salons,3150,SBRE,Small Business Relief England,2016-02-15,,,,,
37650000183N,,"Victoria Mills, Unit 20, Wharf Street, Savile Town, Dewsbury, WF12 9AL",WF12 9AL,53.68588,-1.62634,2013-07-01,Warehouses,6200,SBRE,Small Business Relief England,2013-07-01,,,,,
25110100001N,,"Healey Lane Business Centre, Unit 1, Healey Lane, Batley, WF17 7SY",WF17 7SY,53.71237,-1.64204,2016-08-01,Warehouses,6900,SBRE,Small Business Relief England,2016-08-01,,,,,
05640006341N,,"Autocode Electronics, Part 604, Bradford Road, Batley, WF17 8HA",WF17 8HA,53.72071,-1.64412,2012-06-14,Office (Excluding Central & Local Gov'T),1075,SBRE,Small Business Relief England,2012-06-14,,,,,
05690000470N,,"47, Bradford Road, Dewsbury, WF13 2EB",WF13 2EB,53.69660,-1.63181,2015-04-15,Warehouses,5600,SBRE,Small Business Relief England,2015-04-15,,,,,
32550800142N,,"Unit 17 , Howden Clough Mills, Leeds Road, Birstall, Batley, WF17 0JB",WF17 0JB,53.73928,-1.63698,2017-03-01,Stores,4500,SBRE,Small Business Relief England,2017-03-01,,,,,
34360000110N,,"11, Low Lane, Birstall, Batley, WF17 9EW",WF17 9EW,53.73213,-1.65996,2017-09-11,Shops,5400,SBRE,Small Business Relief England,2017-09-11,,,,,
84780000004N,,"Stall 6, Dewsbury Market , Cloth Hall Street, Dewsbury, WF13 1QE",WF13 1QE,53.69289,-1.62788,2011-01-27,Other Commercial,2400,SBRE,Small Business Relief England,2011-01-27,,,,,
28630000574N,,"2nd Flr, 57/59, Huddersfield Road, Holmfirth, HD9 3JH",HD9 3JH,53.56987,-1.78838,2017-04-01,Stores,2650,SBRE,Small Business Relief England,2017-04-01,,,,,
05720001070N,,"107, Bradford Road, Fartown, Huddersfield, HD1 6DZ",HD1 6DZ,53.65563,-1.78255,2000-04-01,Shops,8200,SBRE,Small Business Relief England,2017-04-01,,,,,
41430000263N,,"Basement Of, 26a, Northgate, Dewsbury, WF13 1DT",WF13 1DT,53.69260,-1.62926,2012-07-23,Shops,4400,SBRE,Small Business Relief England,2012-07-23,,,,,
61110000031N,,"The Kiosk Bus Station, Upperhead Row, Huddersfield, HD1 2JN",HD1 2JN,53.64548,-1.78649,2010-08-06,Shops,10750,SBRE,Small Business Relief England,2016-02-02,,,,,
34360000400N,,"38, Low Lane, Birstall, Batley, WF17 9HB",WF17 9HB,53.73240,-1.66321,2012-11-16,Restaurants,12000,SBRE,Small Business Relief England,2012-11-16,,,,,
58100000010N,,"1, The Parade, Manor Way, Staincliffe, Batley, WF17 7DD",WF17 7DD,53.70789,-1.64694,2015-04-01,Shops,2275,SBRE,Small Business Relief England,2015-04-01,,,,,
32170000160N,,"Unit 16, Moorland Industrial Centre, Law Street, Cleckheaton, BD19 3QS",BD19 3QS,53.72918,-1.71653,2017-05-01,Workshops,8000,SBRE,Small Business Relief England,2017-05-01,,,,,
34360000750N,,"75, Low Lane, Birstall, Batley, WF17 9EY",WF17 9EY,53.73232,-1.66145,2008-04-01,Shops,3150,SBRE,Small Business Relief England,2010-04-01,,,,,
65250090210N,,"_, Willans Road, Dewsbury, WF13 2NX",WF13 2NX,53.69400,-1.63473,2007-08-01,Car Showroom,12500,,,,,,,,
65250000063N,,"Adj 6, Willans Road, Dewsbury, WF13 2NX",WF13 2NX,53.69400,-1.63473,2013-07-08,Other Commercial,6000,,,,,,,,
06160100090N,,"Unit 9 Bretton St Enterprise Cen, Bretfield Court, Bretton Street, Savile Town, Dewsbury, WF12 9DB",WF12 9DB,53.67949,-1.62677,2018-03-16,Workshops,2025,SBRE,Small Business Relief England,2018-03-16,,,,,
63250000311N,,"Unit 1, 31b, Wellington Street, Batley, WF17 5JE",WF17 5JE,53.71202,-1.63324,2017-04-01,Shops,2500,SBRE,Small Business Relief England,2017-04-01,,,,,
03350000050N,,"3a, Battye Street, Dewsbury, WF13 1PW",WF13 1PW,53.69368,-1.62721,2007-04-01,Shops,4350,SBRE,Small Business Relief England,2010-04-01,,,,,
33530000010N,,"1, Listing Lane, Liversedge, WF15 6EP",WF15 6EP,53.71420,-1.69011,2017-11-06,Shops,2950,SBRE,Small Business Relief England,2017-11-06,,,,,
05643400270N,,"Unit 27, Batley Enterprise Centre, 513 Bradford Road, Batley, WF17 8JY",WF17 8JY,,2017-02-02,Office (Excluding Central & Local Gov'T),810,SBRE,Small Business Relief England,2017-02-02,,,,,
14070000191N,,"19 , Cross Church Street, Huddersfield, HD1 2PY",HD1 2PY,53.64631,-1.78086,2017-08-31,Shops,9600,SBRE,Small Business Relief England,2017-08-31,,,,,
04940001750N,,"175, Blackmoorfoot Road, Crosland Moor, Huddersfield, HD4 5AP",HD4 5AP,53.63840,-1.80634,2018-08-10,Shops,3900,SBRE,Small Business Relief England,2018-08-10,,,,,
63940000370N,,"37, Westbourne Road, Marsh, Huddersfield, HD1 4LQ",HD1 4LQ,53.65148,-1.80407,2018-08-30,Shops,5300,SBRE,Small Business Relief England,2018-08-30,,,,,
36860001470N,,"147, May Street, Crosland Moor, Huddersfield, HD4 5DH",HD4 5DH,53.63746,-1.80421,2014-08-15,Shops,2200,SBRE,Small Business Relief England,2014-08-15,,,,,
20700000035N,,"Studio 35 Third Floor, The Media Centre, Friendly Street, Huddersfield, HD1 1QA",HD1 1QA,53.64802,-1.78038,2017-08-11,Office (Excluding Central & Local Gov'T),3750,SBRE,Small Business Relief England,2017-08-11,,,,,
20180000040N,,"Units 13, Ratcliffe Mills, Forge Lane, Thornhill Lees Dewsbury, WF12 9BU",WF12 9BU,53.67713,-1.63949,2007-09-01,Workshops,9600,SBRE,Small Business Relief England,2007-11-10,,,,,
49010100142N,,"Unit 5, Providence Works, Rouse Mill Lane, Soothill, Batley, WF17 5QB",WF17 5QB,53.70938,-1.62502,2018-11-19,Vehicle Repair Workshop,7500,SBRE,Small Business Relief England,2018-11-19,,,,,
04890000820N,,"82a , Blacker Road, Birkby, Huddersfield, HD1 5HN",HD1 5HN,53.65743,-1.79111,2011-07-15,Shops,5100,SBRE,Small Business Relief England,2011-10-15,,,,,
21140000805N,,"Car Wash, Motorway House, 79, Gelderd Road, Birstall, Batley, WF17 9LX",WF17 9LX,53.74140,-1.64645,2015-04-01,Other Commercial,9200,SBRE,Small Business Relief England,2016-10-14,,,,,
25410000050N,,"5, Heaton Moor Road, Kirkheaton, Huddersfield, HD5 0LH",HD5 0LH,53.66145,-1.72428,2006-10-17,Shops,4250,SBRE,Small Business Relief England,2007-04-01,,,,,
28660000020N,,"2, Huddersfield Road, Meltham, Holmfirth, HD9 4AE",HD9 4AE,53.59195,-1.84999,2018-08-01,Shops,5100,SBRE,Small Business Relief England,2018-10-01,,,,,
02820001002N,,"28, Banks Street, Mount Pleasant, Batley, WF17 7NP",WF17 7NP,53.70806,-1.63605,2010-01-01,Club (Social),7600,SBRE,Small Business Relief England,2010-04-01,,,,,
49010100049N,,"Unit 6a, Providence Works, Rouse Mill Lane, Soothill, Batley, WF17 5QB",WF17 5QB,53.70938,-1.62502,2016-12-01,Workshops,5100,SBRE,Small Business Relief England,2016-12-01,,,,,
33690001222N,,"Ground Floor, 122, Lockwood Road, Lockwood, Huddersfield, HD1 3QX",HD1 3QX,53.63680,-1.79088,2018-04-01,Shops,6700,SBRE,Small Business Relief England,2018-04-01,,,,,
36420000800N,Abelcane Properties Ltd,"80, Market Street, Milnsbridge, Huddersfield, HD3 4HT",HD3 4HT,53.64133,-1.82646,1998-03-01,Shops,2800,SBRE,Small Business Relief England,2005-04-01,,,,,
02700000240N,,"24, Bankfoot Place, Batley, WF17 5LQ",WF17 5LQ,53.71590,-1.63125,2013-05-01,Restaurants,7700,SBRE,Small Business Relief England,2013-05-01,,,,,
64250000120N,,"12, Westgate, Heckmondwike, WF16 0EH",WF16 0EH,53.70836,-1.67822,2017-01-09,Shops,7400,SBRE,Small Business Relief England,2017-01-09,,,,,
14070000170N,,"Part Ground Floor 17, Cross Church Street, Huddersfield, HD1 2PY",HD1 2PY,53.64631,-1.78086,2012-04-01,Shops,1950,SBRE,Small Business Relief England,2012-04-01,,,,,
25111200030N,,"Unit 6, Healey Lane Mills, Healey Lane, Batley, WF17 7SH",WF17 7SH,53.71233,-1.64809,2018-02-12,Stores,2250,SBRE,Small Business Relief England,2018-02-12,,,,,
28611100030N,,"Units 2-4, Calder Wharf Mills, Huddersfield Road, Ravensthorpe Dewsbury, WF13 3JW",WF13 3JW,53.67955,-1.65746,2018-06-01,Workshops,6600,SBRE,Small Business Relief England,2018-06-01,,,,,
05720003140N,,"314, Bradford Road, Fartown, Huddersfield, HD1 6LQ",HD1 6LQ,53.66137,-1.78040,2013-03-01,Shops,6000,SBRE,Small Business Relief England,2013-03-01,,,,,
78280000035N,Abl Business Ltd,"The Dyehouse, Suite 1c, Dyehouse Drive, Hunsworth, BD19 4DZ",BD19 4DZ,53.73729,-1.71349,2017-01-01,Office (Excluding Central & Local Gov'T),6500,SBRE,Small Business Relief England,2017-01-01,,,,,
00490001201N,Able Fuels Ltd,"Hillhouse Sidings, ., Alder Street, Fartown, Huddersfield, HD1 6LD",HD1 6LD,53.65935,-1.77895,1998-10-01,Land Used For Storage,7400,SBRE,Small Business Relief England,2010-04-01,,,,,
74660100052N,Abode Builders Ltd,"Unit 3b, Emley Moor Business Park, Leys Lane, Emley Huddersfield, HD8 9QY",HD8 9QY,53.61237,-1.64459,2005-09-01,Stores,2000,SBRE,Small Business Relief England,2005-09-01,,,,,
32601000016N,Abr Sheet Metals Ltd,"Unit 1, Calder Trading Estate, Leeds Road, Huddersfield, HD5 0RX",HD5 0RX,53.68393,-1.73764,2016-02-16,Warehouses,25000,,,,,,,,
12560001090N,Abraham & Sons Ltd,"107/109, Commercial Street, Batley, WF17 5DQ",WF17 5DQ,53.71453,-1.63507,2004-07-15,Post Offices,8600,SBRE,Small Business Relief England,2005-04-01,,,,,
20270000670N,,"9, Broadway House, Foundry Street, Dewsbury, WF13 1QQ",WF13 1QQ,53.69231,-1.62794,2018-02-01,Shops,8200,SBRE,Small Business Relief England,2018-02-01,,,,,
82930000050N,Absolute Engineering Ltd,"Unit 5, Skelmanthorpe Technology Park, Station Road, Skelmanthorpe, Huddersfield, HD8 9GA",HD8 9GA,53.59595,-1.65448,2009-01-02,Warehouses,23000,,,,,,,,
06420000241N,Absolute Media (Uk) Limited,"Gf Lhs, The Old Stable Block, Lockwood Park, Brewery Drive, Lockwood, Huddersfield, HD1 3UR",HD1 3UR,53.62995,-1.80001,2010-08-14,Office (Excluding Central & Local Gov'T),5500,SBRE,Small Business Relief England,2010-08-14,,,,,
05643300213N,Absolute Print Solutions Limited,"Unit C9fb, Carlinghow Mills, Bradford Road, Batley, WF17 8LN",WF17 8LN,53.71850,-1.63944,2016-06-29,Office (Excluding Central & Local Gov'T),10250,SBRE,Small Business Relief England,2016-09-01,,,,,
25960400024N,,"Unit 16 Hickwell Mills, Hick Lane, Batley, WF17 5TD",WF17 5TD,53.71200,-1.62798,2011-09-01,Warehouses,2375,SBRE,Small Business Relief England,2011-09-01,,,,,
25111200096N,,"Unit 9c, Healey Lane Mills, Healey Lane, Batley, WF17 7SH",WF17 7SH,53.71233,-1.64809,2016-10-31,Stores,215,SBRE,Small Business Relief England,2016-10-31,,,,,
22150600160N,,"Unit 3, Greenhill Mills, Grange Road, Soothill Batley, WF17 6LH",WF17 6LH,53.70804,-1.61979,2013-09-17,Workshops,2850,SBRE,Small Business Relief England,2013-09-17,,,,,
05640104382N,Acas Electrical Limited,"Unit A , 438-442, Bradford Road, Batley, WF17 5LS",WF17 5LS,53.71326,-1.62735,2015-04-06,Warehouses,8300,SBRE,Small Business Relief England,2015-04-06,,,,,
32590001529N,Access All Doors Ltd,"Unit 2 At, 152, Leeds Road, Heckmondwike, WF16 9BJ",WF16 9BJ,53.72113,-1.66868,2016-07-01,Workshops,4000,SBRE,Small Business Relief England,2016-07-01,,,,,
00970400025N,Access North Ltd,"Unit A3, Brookes Mill, Armitage Road, Armitage Bridge, Huddersfield, HD4 7NR",HD4 7NR,53.61830,-1.79890,2013-04-15,Office (Excluding Central & Local Gov'T),1825,,,,,,,,
00970400193N,Access North Ltd,"Unit 18 F1 & F2, Brookes Mill, Armitage Road, Armitage Bridge, Huddersfield, HD4 7NR",HD4 7NR,53.61830,-1.79890,2018-03-01,Office (Excluding Central & Local Gov'T),6500,SBRE,Small Business Relief England,2018-03-29,,,,,
20700000031N,Access2learn Ltd,"Studio 31 Third Floor, The Media Centre, Friendly Street, Huddersfield, HD1 1QA",HD1 1QA,53.64802,-1.78038,2018-07-30,Office (Excluding Central & Local Gov'T),2700,,,,,,,,
63020000113N,Accessories Net Mgt Ltd,"Second Floor, 1, Well Lane, Batley, WF17 5HQ",WF17 5HQ,53.71356,-1.62880,2012-03-19,Office (Excluding Central & Local Gov'T),6300,SBRE,Small Business Relief England,2012-03-19,,,,,
32600300055N,Accident Car Clinic Ltd,"Unit 5b Whitacre Street Industrial Estate, Whitacre Street, Deighton, Huddersfield, HD2 1LY",HD2 1LY,53.66849,-1.75045,2015-04-01,Workshops,9100,SBRE,Small Business Relief England,2015-04-01,,,,,
05760310040N,Accurate Cutting Services Limited,"Middleton Business Park, Lgf Unit F, Cartwright Street, Cleckheaton, BD19 5LY",BD19 5LY,53.71763,-1.70221,2014-04-01,Workshops,19000,,,,,,,,
62090000388N,Ace American Autos Limited,"Unit 8, Anchor Business Park, Wakefield Road, Liversedge, WF15 6AU",WF15 6AU,53.70945,-1.68309,2018-10-01,Warehouses,5800,SBRE,Small Business Relief England,2018-10-01,,,,,
62090000387N,Ace Auto Electrics Ltd,"Unit 7, Anchor Business Park, Frost Hill, Wakefield Road, Liversedge, WF15 6AU",WF15 6AU,53.70945,-1.68309,2014-12-01,Warehouses,7600,SBRE,Small Business Relief England,2014-12-01,,,,,
03990000070N,Ace Fire Equipment (Uk) Limited,"7a, Belle Vue Street, Healey, Batley, WF17 8DD",WF17 8DD,53.71342,-1.65738,2017-08-16,Workshops,3150,EPRI,Empty Property Rate Industrial,2017-08-16,,,,,
03990000121N,Ace Fire Equipment Uk Limited,"9/11, Belle Vue Street, Healey, Batley, WF17 8DD",WF17 8DD,53.71342,-1.65738,2013-01-01,Workshops,6200,EPRI,Empty Property Rate Industrial,2018-12-12,,,,,
60620000050N,Ace Fire Equipment Uk Limited,"Before 14, Upper Cross Street, Dewsbury, WF13 2EJ",WF13 2EJ,53.69764,-1.63059,2018-05-14,Workshops,4700,SBRE,Small Business Relief England,2018-06-12,,,,,
32602303000N,Ace Group (Engineering) Limited,"Unit A, Bradley Junction Ind. Estate, Leeds Road, Bradley Huddersfield, HD2 1UR",HD2 1UR,53.67548,-1.74361,1996-11-01,Factories,17250,,,,,,,,
62110500181N,Ace Laundry Service,"Unit 18b, Nortonthorpe Mills, Wakefield Road, Scissett Huddersfield, HD8 9JZ",HD8 9JZ,53.58614,-1.63075,2012-04-01,Warehouses,5600,SBRE,Small Business Relief England,2012-06-11,,,,,
72060200040N,Aciem Group Ltd,"Unit 4, Triangle Business Park, Oakwell Way, Birstall Batley, WF17 9LU",WF17 9LU,53.74200,-1.64846,2017-09-04,Office (Excluding Central & Local Gov'T),32250,,,,,,,,
47720000230N,Aclass Technology (Uk) Limited,"Unit 23, Queens Square Business Park, Huddersfield Road, Honley Holmfirth, HD9 6QZ",HD9 6QZ,53.60975,-1.78824,2011-10-01,Office (Excluding Central & Local Gov'T),6300,SBRE,Small Business Relief England,2011-10-01,,,,,
56100100020N,Acm Estates Management Ltd,"_, Sude Hill, New Mill, Holmfirth, HD9 7BL",HD9 7BL,53.57493,-1.75252,2018-02-01,Workshops,1400,,,,,,,,
35400000100N,Acm Projects Ltd,"Kirkdale Out Of School Club, Opposite 52, Lydgate Drive, New Mill, Holmfirth, HD9 1LW",HD9 1LW,53.57748,-1.76099,2007-08-15,Day Nursery And Premises,5300,DVS,Discretionary Rural Rate Relief,2018-04-01,31/03/2019,,,,
25940002301N,Acm Projects Ltd T/A Heys Day Nursery,"Heys Day Nursery, Heys Road, Thongsbridge, Holmfirth, HD9 7SE",HD9 7SE,53.58276,-1.77142,2004-09-10,Day Nursery And Premises,10500,DVS,Discretionary Rural Rate Relief,2018-04-01,31/03/2019,,,,
27280001308N,Acme Couriers Ltd,"Unit 4, Carlton Mills, Hirst Road, Springfield, Dewsbury, WF13 2AD",WF13 2AD,53.69677,-1.63316,2016-07-01,Workshops,4800,SBRE,Small Business Relief England,2016-07-01,,,,,
12250100023N,Acorn Analytical Services Ltd,"Ground Floor Colbeck House, Colbeck Row, Birstall, Batley, WF17 9NR",WF17 9NR,53.73039,-1.66559,2014-01-01,Office (Excluding Central & Local Gov'T),16250,,,,,,,,
19550000900N,Acorn Restaurants Ltd,"1535, The Melting Point, 1, Firth Street, Huddersfield, HD1 3BB",HD1 3BB,53.63974,-1.78159,2018-04-06,Restaurants,26500,,,,,,,,
54240011024N,Acorp,"The Old Water Tower Huddersfield Railway Station , St Georges Square, Huddersfield, HD1 1JF",HD1 1JF,53.64796,-1.78477,2012-11-12,Office (Excluding Central & Local Gov'T),9800,SBRE,Small Business Relief England,2017-04-01,,,,,
41550200090N,Acpt Limited,"Unit F9, Kirklees Media Centre, 7 Northumberland Street, Huddersfield, HD1 1RL",HD1 1RL,53.64930,-1.78047,2018-01-19,Office (Excluding Central & Local Gov'T),1350,SBRE,Small Business Relief England,2018-01-19,,,,,
41180001003N,Acre Valley Ltd,"Unit 2, Bilal Buildings, North Road, Ravensthorpe, Dewsbury, WF13 3AB",WF13 3AB,53.67995,-1.66522,2013-05-07,Shops,4450,SBRE,Small Business Relief England,2013-05-07,,,,,
58700100092N,Act Now Training Ltd,"Unit 8/2c 8/2d & 8/2e, Dewsbury Mills, Thornhill Road, Dewsbury, WF12 9QE",WF12 9QE,53.68236,-1.63901,2014-06-01,Warehouses,5800,SBRE,Small Business Relief England,2014-07-01,,,,,
35180000010N,Actaccom Ltd,"Queens Buildings, Lowlands Road, Mirfield, WF14 9PU",WF14 9PU,53.67653,-1.70012,1997-02-21,Workshops,67500,,,,,,,,
25540000101N,Action For Children,"Part Ground Floor, 100, Heckmondwike Road, Dewsbury, WF13 3NT",WF13 3NT,53.69394,-1.65683,2006-03-20,Office (Excluding Central & Local Gov'T),31000,MAND,Mandatory Charitable Relief,2006-03-20,,,,,
