Property reference number,BA reference number,Address,Postcode,Latitude,Longitude,Liability start date,Rateable value,VOA code,VOA description
N18302100031,,"Clipstone Cottage, 3, Park Street, Masham, Ripon, HG4 4HN",HG4 4HN,54.22092,-1.65822,2009-06-29,3200,CH1,Self catering holiday unit and premises
N18302100052,,"5, Park Street, Masham, Ripon, HG4 4HN",HG4 4HN,54.22092,-1.65822,2016-11-14,3200,CH1,Self Catering Holiday Unit and Premises
N18302100062,,"6a, Park Street, Masham, Ripon, HG4 4HN",HG4 4HN,54.22092,-1.65822,2015-09-22,11750,CS3,HAIRDRESSING SALON AND PREMISES
N18302100063,,"6b, Park Street, Masham, Ripon, HG4 4HN",HG4 4HN,54.22092,-1.65822,2015-09-22,4350,CS3,HAIRDRESSING SALON AND PREMISES
N18302100090,100050428293,"9, Park Street, Masham, Ripon, HG4 4HN",HG4 4HN,54.22092,-1.65822,2011-07-22,2550,CH1,Self Catering Holiday Unit and Premises
N18302100241,,"The Stable Block, Morton House, 24, Park Street, Masham, Ripon, HG4 4HN",HG4 4HN,54.22092,-1.65822,2008-01-01,7100,CH1,Self Catering Holiday Units and Premises
N18302109010,010003022852,"Workshop, Park Street, Masham, Ripon, HG4 4HN",HG4 4HN,54.22092,-1.65822,1995-04-01,5900,IF3,WORKSHOP AND PREMISES
N18302209110,010003015867,"16, Church Street, Masham, Ripon, HG4 4DR",HG4 4DR,54.22189,-1.65752,2017-11-16,2375,CS,Shop and Premises
N18302209120,010003038096,"Greengrocers, 12, Church Street, Masham, Ripon, HG4 4DR",HG4 4DR,54.22189,-1.65752,2012-12-01,3200,CS,Shop and Premises
N18302209130,010003030364,"W S Rogers & Sons, Church Street, Masham, Ripon, HG4 4DR",HG4 4DR,54.22189,-1.65752,1995-04-01,6800,CS,Shop and Premises
N18302209140,,"14, Park Square, Masham, Ripon, HG4 4HF",HG4 4HF,54.22189,-1.65844,2016-01-20,7400,CS,Shop and Premises
N18302209150,010003013247,"2, Park Square, Masham, Ripon, HG4 4HF",HG4 4HF,54.22189,-1.65844,2004-08-28,3200,CS,SHOP AND PREMISES
N18302209170,100050425143,"First Floor Flat, Lynnian, 13, College Lane, Masham, Ripon, HG4 4HE",HG4 4HE,54.22248,-1.65761,2018-08-20,2000,CH1,Self Catering Holiday Unit and Premises
N18302210020,,"2 The Mews, Church Street, Masham, Ripon, HG4 4EA",HG4 4EA,54.22209,-1.65694,2018-09-14,3350,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES
N18302300051,010003015890,"13, Quaker Terrace, Masham, Ripon, HG4 4EH",HG4 4EH,54.22298,-1.65791,2015-04-01,3200,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES
N18302309045,,"Gromit Cottage, 21a, Quaker Terrace, Masham, Ripon, HG4 4EH",HG4 4EH,54.22298,-1.65791,2014-06-01,3200,CH1,Self Catering Holiday Unit and Premises
N18302309070,010003022855,"The Old Chapel, Quaker Terrace, Masham, Ripon, HG4 4EH",HG4 4EH,54.22298,-1.65791,2012-12-07,3200,CH1,Self Catering Holiday Unit and Premises
N18302409071,010003038103,"The Old Telephone Exchange, 23, Red Lane, Masham, HG4 4HH",HG4 4HH,54.22109,-1.65995,2011-05-03,2000,CH1,Self Catering Holiday Unit and Premises
N18302409130,100052210232,"County Fire Brigade, 22, Red Lane, Masham, HG4 4HH",HG4 4HH,54.22109,-1.65995,1996-04-01,9800,MS1,FIRE STATION AND PREMISES
N18302409160,010003030366,"T & R Theakston Ltd, Red Lane, Masham, HG4 4HH",HG4 4HH,54.22109,-1.65995,2003-10-27,43000,IX,BREWERY AND PREMISES
N18302609040,100050429052,"Ivy Cottage, 45, Silver Street, Masham, Ripon, HG4 4EJ",HG4 4EJ,54.22349,-1.65757,1995-04-01,3950,CS,SHOP AND PREMISES
N18302609138,100052010480,"17a, Silver Street, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,2016-10-01,5000,CS,SHOP AND PREMISES
N18302609139,100052184116,"17, Silver Street, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,2018-11-01,4300,CS,OFFICES AND  PREMISES
N18302609150,010003032931,"Reah, 15, Silver Street, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,2017-03-18,14750,CS,SHOP AND PREMISES
N18302609170,100052010378,"Beavers Family Butchers, 11, Silver Street, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,1995-04-01,5600,CS,SHOP AND PREMISES
N18302609210,010003027779,"Vennells Restaurant, 7, Silver Street, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,2005-05-17,11000,CR,RESTAURANT AND PREMISES
N18302609220,100050429058,"Bay Horse Inn, 5, Silver Street, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,2016-04-25,19250,CL,PUBLIC HOUSE AND PREMISES
N18302609240,010003030369,"1/3, Silver Street, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,2016-06-14,11750,CS,SHOP AND PREMISES
N18302609251,010034596246,"2, Silver Street, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,2017-05-10,8400,CS,Shop and Premises
N18302800100,,"6, Swinburn Road, Masham, Ripon, HG4 4HU",HG4 4HU,54.21999,-1.66124,2005-04-01,3200,CH1,Self Catering Holiday Unit and Premises
N18303009060,,"The Old School House, Swinton Terrace, Masham, Ripon, HG4 4HS",HG4 4HS,54.21952,-1.65811,2019-03-15,3200,CH1,Self Catering Holiday Unit and Premises
N18303500010,," 2, Thorpe Road, Masham, Ripon, HG4 4HZ",HG4 4HZ,54.21951,-1.65719,2018-12-13,3200,CH1,Self Catering Holiday Unit and Premises
N18303509040,,"Annexe, Badger Garth, Thorpe Road, Masham, Ripon, HG4 4JB",HG4 4JB,54.21856,-1.65683,2015-01-01,3750,CH1,Self Catering Holiday Unit and Premises
N18399990120,,"Black Sheep Brewery, Wellgarth Maltings, Wellgarth, Masham, Ripon, HG4 4EN",HG4 4EN,54.22462,-1.65809,1995-04-01,62000,IX,brewery and premises
N18399990150,,"White Bear Hotel, Wellgarth, Masham, Ripon, HG4 4EN",HG4 4EN,54.22462,-1.65809,2008-08-08,90500,CL,Public House and Premises
N18399990151,010003598721,"2a, Wellgarth Court, Masham, Ripon, HG4 4EN",HG4 4EN,54.22462,-1.65809,2009-05-01,2000,CH1,Self Catering Holiday Unit and Premises
N18399990170,010003022884,"Bank Villa, The Avenue, Masham, Ripon, HG4 4DB",HG4 4DB,54.22504,-1.65643,2019-02-14,6000,CH2,GUEST HOUSE TEAROOM AND RPEMISES
N18399990191,010003022885,"Avenue Cottage, The Avenue, Masham, Ripon, HG4 4DB",HG4 4DB,54.22504,-1.65643,2011-09-01,3750,CH1,Self Catering Holiday Unit and Premises
N18399990200,100052210239,"White Bear Garage, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,2003-10-27,7900,IF3,WORKSHOP AND PREMISES
N18399990210,100050426955,"Wensleydale Garage, Leyburn Road, Masham, Ripon,, HG4 4ER",HG4 4ER,54.22356,-1.65939,1995-04-01,13750,CG1,Vehicle Repaire Workshop and Premises
N18399990223,010003030370,"J Hodgson(Masham)Ltd, R/O Wensleydale Garage, Leyburn Road, Masham, Ripon, HG4 4ER",HG4 4ER,54.22356,-1.65939,2001-12-01,7100,IF3,WORKSHOP AND PREMISES
N18399990241,100050429048,"29, Silver Street, Masham, Ripon, HG4 4DX",HG4 4DX,54.22256,-1.65688,2014-12-01,5800,CH1,Self Catering Holiday Unit and Premises
N18399990250,100052010487,"Masham Primary School, Market Place, Masham, Ripon, HG4 4EG",HG4 4EG,54.22195,-1.65511,1995-04-01,14500,EL,SCHOOL AND PREMISES
N18399990350,,"The Cottage, Low Mains, Masham, Ripon, HG4 4PS",HG4 4PS,54.24438,-1.66797,2013-01-01,3200,CH1,Self Catering Holiday Unit and Premises
N18399990430,010003030371,"Masham Golf Club, Swinton Road, Masham, Ripon, HG4 4NS",HG4 4NS,54.21766,-1.66614,1995-04-01,19750,LS2,GOLF COURSE AND PREMISES
N18399990460,200002734660,"Marfield Barn, Leyburn Road, Masham, Ripon, HG4 4BS",HG4 4BS,54.24004,-1.65405,2019-04-01,16500,CW,WAREHOUSE AND PREMISES
N18399990461,010003030372,"Marfield Barn Garage, Leyburn Road, Masham, Ripon, HG4 4BS",HG4 4BS,54.24004,-1.65405,2001-09-01,6900,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES
N18399990490,010003598709,"Marfield Quarry, Masham, Ripon, HG4 4PF",HG4 4PF,54.25819,-1.69674,1995-04-01,232000,IM,Quarry and Premises
N18399990495,,"Concrete Batching Plant & Prem, Marfield Quarry, Masham, Ripon, HG4 4NH",HG4 4NH,54.24151,-1.76354,2017-01-01,17750,IM3,CONCRETE BATCHING PLANT & PREMISES
N18399990530,010003030373,"I'Anson Brothers Ltd, The Mill, Thorpe Road, Masham, Ripon, HG4 4JB",HG4 4JB,54.21856,-1.65683,1995-04-01,178000,IF1,Mill and Premises
N18399990560,010003598710,"Sports Ground, Masham, Ripon, HG4 4DS",HG4 4DS,54.22472,-1.65673,1995-04-01,4600,LX,SPORTS GROUND AND PREMISES
N18399990570,,"Market Tolls, Market Place, Masham, Ripon, HG4 4EF",HG4 4EF,54.2211,-1.65573,1995-04-01,3400,CM,MARKET OUTDOOR
N18399990580,010003598711,"Masham Bowling Club, Masham, Ripon, HG4 4DB",HG4 4DB,54.22504,-1.65643,1995-04-01,1275,LX,SPORTS GROUND AND PREMISES
N18399990590,010003598712,"Sewage Disposal Works, Masham, Ripon, HG4 4PF",HG4 4PF,54.25819,-1.69674,1995-04-01,42750,NW,Sewage Treatment Works and Premises
N18399990620,010003030374,"Advertising Rights, Near The Greens, Masham, Ripon, HG4 4DD",HG4 4DD,54.22579,-1.64914,2004-04-01,136,CA,ADVERTISING RIGHT
N18399990640,010023252955,"Public Conveniences, Dixon Keld, Masham, Ripon, HG4 4PF",HG4 4PF,54.25819,-1.69674,1995-04-01,2950,MX,Public Conveniences (Part Exempt)
N18399990700,100050429726,"10, The Avenue, Masham, Ripon, HG4 4DD",HG4 4DD,54.22579,-1.64914,2015-03-13,3200,CH1,Self Catering Holiday Accomodation
N18399999030,010003598690,"3, Bridge Apartments, Wellgarth Court, Masham, Ripon, HG4 4EN",HG4 4EN,54.22462,-1.65809,2016-08-01,2000,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES
N18399999061,,"Wellgarth Lodge, Self Catering Cottage, Wellgarth Court, Masham, Ripon, HG4 4EN",HG4 4EN,54.22462,-1.65809,2017-03-08,2550,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES
N18400629010,,"Rear Of, Bay Horse Cottages, Melmerby, Ripon, HG4 5HL",HG4 5HL,54.18473,-1.4819,1995-04-01,3450,CW1,LAND USED FOR STORAGE AND PREMISES
N18402509011,," Green End House, Green End, Melmerby, Ripon, HG4 5HR",HG4 5HR,54.18473,-1.48133,2018-09-01,6500,CH1,Self Catering Holiday Unit and Premises
N18402509020,010003030375,"Coal Stacking Ground, R/O, Green End, Melmerby, Ripon, HG4 5HL",HG4 5HL,54.18473,-1.4819,1995-04-01,3350,CW1,LAND USED FOR STORAGE AND PREMISES
N18402509030,010003598961,"Green End Garage, Melmerby, Ripon, HG4 5HR",HG4 5HR,54.18473,-1.48133,1995-04-01,9700,CG1,Vehicle Repair Workshop and Premises
N18403600014,,"Units 1-4, Hallikeld Close, Melmerby, Ripon, HG4 5GZ",HG4 5GZ,54.17424,-1.48283,2015-06-01,43250,CW,WAREHOUSE AND PREMISES
N18403600050,,"5, Hallikeld Close, Melmerby, Ripon, HG4 5GZ",HG4 5GZ,54.17424,-1.48283,2006-09-20,8500,IF,Factory and premises
N18403600060,,"Unit 6/7, Hallikeld Close, Melmerby, Ripon, HG4 5GZ",HG4 5GZ,54.17424,-1.48283,2006-10-25,25000,CW,Warehouse and Premises
N18403600081,,"Units 8-10, Hallikeld Close, Melmerby, Ripon, HG4 5GZ",HG4 5GZ,54.17424,-1.48283,2013-11-01,50000,IF,Factory and Premises
N18403600110,,"Unit 11, Hallikeld Close, Melmerby, Ripon, HG4 5GZ",HG4 5GZ,54.17424,-1.48283,2016-01-08,13250,CW,Offices and Premises
N18403600120,,"12, Hallikeld Close, Melmerby, Ripon, HG4 5GZ",HG4 5GZ,54.17424,-1.48283,2004-04-01,33500,CW,Warehouse and Premises
N18404508012,,"14 (First Floor), Keld Close, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2001-04-01,15000,CO,OFFICES AND PREMISES
N18404508017,,"14, Keld Close, Barker Business Park, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2017-11-21,12750,CO,Offices and Premises
N18404508020,010023252980,"13, Keld Close, Melmerby, Ripon, HG4 5NE",HG4 5NE,54.1728,-1.48303,2012-03-01,7800,IF3,WORKSHOP AND PREMISES
N18404508030,010023252979,"12, Keld Close, Melmerby, Ripon, HG4 5NE",HG4 5NE,54.1728,-1.48303,2015-04-01,8200,IF3,WORKSHOP AND PREMISES
N18404508040,010023252978,"11, Keld Close, Melmerby, Ripon, HG4 5NE",HG4 5NE,54.1728,-1.48303,2015-03-25,7400,CW,WAREHOUSE  AND PREMISES
N18404508045,010023252970,"4 & 5, Barker Business Park, Keld Close, Melmerby,  ,  , HG4 5NB",HG4 5NB,54.17417,-1.48065,2005-05-18,23750,CW,Warehouse and Premises
N18404508050,010023252971,"6, Keld Close, Melmerby, Ripon, HG4 5NE",HG4 5NE,54.1728,-1.48303,2007-08-24,12250,IF3,WORKSHOP AND PREMISES
N18404508052,010023252972,"7, Keld Close, Melmerby, Ripon, HG4 5NE",HG4 5NE,54.1728,-1.48303,2017-04-01,6000,CW,WAREHOUSE AND PREMISES
N18404508053,010013652675,"8, Keld Close, Melmerby, Ripon, HG4 5NE",HG4 5NE,54.1728,-1.48303,2012-08-01,11250,IF3,WORKSHOP AND PREMISES
N18404508054,010023252976,"9, Keld Close, Melmerby, Ripon, HG4 5NE",HG4 5NE,54.1728,-1.48303,2018-05-01,6000,IF3,WORKSHOP AND PREMISES
N18404508055,010023252977,"10, Keld Close, Melmerby, Ripon, HG4 5NE",HG4 5NE,54.1728,-1.48303,2002-05-09,16500,IF3,WORKSHOP AND PREMISES
N18404508223,010023252969,"Unit 2 & 3, Keld Close, Barker Business Park, Keld Close, Melmerby,  ,  , HG4 5NE",HG4 5NE,54.1728,-1.48303,2007-08-01,19500,IF3,workshop and premises
N18404508240,010023252968,"Barker Business Park, 1, Keld Close, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2016-04-07,19250,CW,WAREHOUSE AND PREMISES
N18404509035,,"Offices Unit 21, Melmerby Industrial Estate, Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2018-07-11,1375,CO,OFFICES AND PREMISES
N18404509039,,"Rooms 6 & 7 Unit 21, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2000-10-01,3400,CO,OFFICES AND PREMISES
N18404509042,,"Rooms 4 & 5 Unit 21, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,4200,CO,OFFICES AND PREMISES
N18404509044,010003030383,"Unit 16, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2017-07-01,11000,CW,Warehouse and Premises
N18404509050,010003030378,"Primary Diets, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2002-04-01,99500,IF,Mill and Premises
N18404509053,,"Storage Unit Formerly Unit 5, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2017-01-01,11750,CW1,Land used for Storage and Premises
N18404509090,010013652954,"Unit 5, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-05-01,29250,CW,WAREHOUSE AND PREMISES
N18404509094,,"Enterprise House, Barker Business Park, Melmerby Green Lane, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-05-13,36000,CO,Offices and Premises
N18404509100,010003038952,"Nidd Transport, (Unit 4), Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2003-04-01,148000,CW,WAREHOUSE AND PREMISES
N18404509116,,"Unit 2, Melmerby Green Road, Barker Business Park, Melmerby , Ripon, North Yorkshire, HG4 5NB",HG4 5NB,54.17417,-1.48065,2011-10-01,80500,CW,Warehouse and Premises
N18404509131,,"Dalton Engineering Unit 6, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2013-08-06,51000,CWW,"WAREHOUSE, WORKSHOP AND PREMISES"
N18404509132,,"Melmerby Training Services, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2014-08-02,25250,CW1,Driver Training Centre and Premises
N18404509901,,"Unit 1, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,25250,CW,WAREHOUSE
N18404509902,,"Unit 2, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,27500,CW,WAREHOUSE
N18404509903,,"Unit 3, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,26750,CW,WAREHOUSE
N18404509904,,"Unit 4, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,27000,CW,WAREHOUSE
N18404509905,,"Unit 8b, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,15000,CW,WAREHOUSE
N18404509906,,"Unit 6, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,11000,CW1,LAND USED FOR STORAGE
N18404509907,,"Unit 7, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,27000,CW,WAREHOUSE
N18404509908,,"Unit 8a, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,15000,CW,WAREHOUSE
N18404509909,,"Unit 9, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2018-05-11,21750,CW,WAREHOUSE
N18404509910,,"Unit 10, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,27000,CW,WAREHOUSE
N18404509917,,"Unit 18b, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,11000,CO,OFFICES AND PREMISES
N18404509918,,"Unit 18a, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,10750,CO,OFFICES AND PREMISES
N18404509919,,"Unit 19, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2018-07-15,2700,CW3,STORE
N18404509920,,"Unit 20 (Left), Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,2100,CW3,STORE
N18404509921,,"Unit 20 (Right), Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2018-01-01,2100,CW3,STORE
N18404509922,,"Room 1 Unit 21, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2018-07-15,1025,CO,OFFICE
N18404509923,,"Room 2 Unit 21, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,1350,CO,OFFICE
N18404509924,,"Unit 24, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,10000,IF3,WORKSHOP AND PREMISES
N18404509927,,"Unit 27, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,29500,CW,WAREHOUSE
N18404509934,,"Unit 33e, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,52500,CW,WAREHOUSE
N18404509935,,"Unit 35, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,58500,CW,WAREHOUSE
N18404509938,,"Units 33a -33d , Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2017-05-01,165000,CW,WAREHOUSE AND PREMISES
N18404509940,,"Units 34 & 40, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,215000,CW,WAREHOUSES
N18404509941,,"Unit 41, Melmerby Industrial Estate, Melmerby Green Lane, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2016-11-04,4950,CO,"OFFICE , MESS AND PREMISES"
N18404510013,,"Office A Ff Unit 1, Elizabeth House, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2019-01-01,1625,CO,Offices and Premises
N18404510014,,"Office B Ff Unit 1, Elizabeth House, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2019-01-01,2250,CO,Offices and Premises
N18404510015,,"Office C Ff Unit 1, Elizabeth House, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2019-01-01,2600,CO,Offices and Premises
N18404510016,,"Store D Ff Unit 1, Elizabeth House, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2019-01-01,2000,IF3,Store and Premises
N18404510018,,"Ground Floor Unit 1b, Elizabeth House, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2015-12-01,3300,IF3,WORKSHOP AND PREMISES
N18404510019,,"Ground Floor Unit 1c, Elizabeth House, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2017-08-01,970,IF3,WORKSHOP AND PREMISES
N18404510020,010023254412,"Unit 2, Nile House, Barker Business Park, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2014-01-23,10500,IF3,Workshop and Premises
N18404510030,010023253897,"Unit 3, Barker Business Park, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2009-07-01,12750,CW,Warehouse and Premises
N18404510040,010023254411,"Unit 4, Barker Business Park, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2017-03-09,9400,IF3,Workshop and Premises
N18404510050,010023261789,"Unit 5, Barker Business Park, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2014-11-01,12500,CW,Warehouse and Premises
N18404510061,,"Gnd Flr Unit 6, Barker Business Park, Brewery Close, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2017-12-01,12000,CW,WAREHOUSE AND PREMISES
N18404510062,,"1st Flr Unit 6, Barker Business Park, Brewery Close, Melmerby, Ripon, HG4 5HP",HG4 5HP,54.17624,-1.48112,2017-12-01,6900,CO,OFFICES AND PREMISES
N18404510070,,"Unit 7, Barker Business Park, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2014-06-25,28000,CW,Warehouse and Premises
N18404510080,,"Unit 8, Brewery Close, Barker Business Park, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2015-03-02,27250,CW,Warehouse and Premises
N18404519012,,"Pt Gnd Flr Unit 1, Elizabeth House, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2016-04-01,5900,IF3,WORKSHOP AND PREMISES
N18404519013,,"Unit A Gnd Flr Unit 1, Elizabeth House, Brewery Close, Melmerby, Ripon, HG4 5NL",HG4 5NL,54.17438,-1.47978,2018-10-01,2750,IF3,WORKSHOP AND PREMISES
N18407590010,,"Unit 1, Barugh Avenue, Barker Business Park, Melmerby Green Road, Melmerby, Ripon, HG4 5FG",HG4 5FG,54.14013,-1.49443,2018-05-01,14250,IF3,WORKSHOP AND PREMISES
N18407590020,,"2, Barugh Avenue, Melmerby, Ripon, HG4 5FG",HG4 5FG,54.14013,-1.49443,2018-12-05,9200,IF3,Workshop and Premises
N18411009010,010003598969,"Duffield Wood Yard, Witherick Lane, Melmerby, Ripon, HG4 5JB",HG4 5JB,54.17776,-1.48926,1995-04-01,142000,IF,Sawmill and Premises
N18411009020,010003598957,"Dales Water Services Ltd, Witherick Lane, Melmerby, Ripon, HG4 5JB",HG4 5JB,54.17776,-1.48926,1995-04-01,19750,IF3,WORKSHOP AND PREMISES
N18490010010,010003598979,"Witherick Farm, Melmerby, Ripon, HG4 5JB",HG4 5JB,54.17776,-1.48926,1995-04-01,12250,IF3,WORKSHOP AND PREMISES
N18499770010,010023252961,"1, Barugh Close, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2008-12-01,6100,CW,WAREHOUSE AND PREMISES
N18499770020,010023252962,"2, Barugh Close, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2011-01-01,8700,IF3,workshop and premises
N18499770030,010013653777,"3, Barugh Close, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2015-10-26,8200,CW,Warehouse and Premises
N18499770040,010023252963,"4, Barugh Close, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2014-01-01,8700,CW,Warehouse and Premises
N18499770050,010023252964,"5, Barugh Close, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2019-02-14,8700,CW,Warehouse and Premises
N18499770060,010023252965,"6, Barugh Close, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2019-02-14,8700,CW,Warehouse and Premises
N18499770070,010013653778,"7, Barugh Close, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2013-03-18,8800,CW,Warehouse and Premises
N18499770083,,"Cafe At, 8, Barugh Close, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2017-03-14,5100,CW,Cafe and Premises
N18499770090,010013652686,"9, Barugh Close, Melmerby, Ripon, HG4 5NJ",HG4 5NJ,54.17329,-1.4816,2003-09-01,15000,CW,Warehouse and Premises
N18499770852,," 8, Barugh Close, Melmerby, Ripon, HG4 5NB",HG4 5NB,54.17417,-1.48065,2018-03-05,8900,CW,Office and Premises
