Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,VOA code,VOA description,Exemptions,Exemption Start Date, Type,Relief total,Relief mandatory,Relief discretionary
N00690155050612,Selby District Peter Pan Nursery,"Unit 4, Finkle Court, Sherburn In Elmet, Leeds, LS25 6EY",LS25 6EY,53.79623,-1.23027,Y,2001-04-01,4100,CS,Shop And Premises,,,Discretionary Top Up; Mandatory,-2021.30,-1617.04,-404.26
N00690155050627,Molly Rose Crafts Limited,"Unit 3, Finkle Court, Sherburn In Elmet, Leeds, LS25 6EB",LS25 6EB,53.79837,-1.25241,Y,2018-07-01,2100,IF3,Workshop And Premises,,,Small Business Rate,-603.21,,
N00690165050319,,"Millcross Quarry, Garden Lane, Sherburn In Elmet, Leeds, LS25 6AT",LS25 6AT,53.79325,-1.25824,Y,1990-04-01,12250,CW1,Land Used For Storage And Premises,,,Small Business Rate,-4629.94,,
N00690190000109,Elmhirst & Maxton,"Ground & 1st Floors, 1-3, Kirkgate, Sherburn In Elmet, Leeds, LS25 6BH",LS25 6BH,53.79726,-1.25468,Y,1990-04-01,9500,CO,Office And Premises,,,,,,
N0069019000070B,,"Wheelgate House, 7, Kirkgate, Sherburn In Elmet, Leeds, LS25 6BH",LS25 6BH,53.79726,-1.25468,Y,1990-04-01,1900,CH2,Guest House And Premises,,,Small Business Rate,-846.59,,
N00690190002044,Child & Co,"20, Kirkgate, Sherburn In Elmet, Leeds, LS25 6BL",LS25 6BL,53.79726,-1.25636,Y,2001-12-01,10750,CO,Office And Premises,,,Small Business Rate,-5160.00,,
N00690190003304,,"Foresters Arms, 35, Kirkgate, Sherburn In Elmet, Leeds, LS25 6BH",LS25 6BH,53.79726,-1.25468,Y,2017-12-14,8900,CL,Public House And Premises,,,,,,
N00690195050109,Sherburn Aero Club Ltd,"Sherburn Aero Club, Lennerton Lane, Sherburn In Elmet, Leeds, LS25 6JE",LS25 6JE,53.79226,-1.20127,Y,1990-04-01,49250,LC1,Clubhouse And Premises,,,,,,
N0069019505031B,Sherburn Engineering Ltd,"Sherburn Engineering Ltd, Lennerton Lane, Sherburn In Elmet, Leeds, LS25 6JE",LS25 6JE,53.79226,-1.20127,Y,1990-04-01,14250,IF3,Workshop And Premises,,,Localised Discretionary ; Small Business Rate ; Supporting Small Business,-2144.21,,
N00690196052020,Van Os Medical Uk Ltd,"2, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2013-04-25,23000,CW,Warehouse And Premises,,,,,,
N0069020000010A,Hobsons Salvage Ltd,"Hobsons Crash Repair Centre, Milford Road, Sherburn In Elmet, Leeds, LS25 6AF",LS25 6AF,53.78891,-1.25051,Y,1994-12-31,7100,CG1,Vehicle Repair Workshop And Premises,,,Small Business Rate,-3408.00,,
N00690215000091,Redrow Homes (Yorkshire) Ltd,"Showhome At, 91, Low Street, Sherburn In Elmet, Leeds, LS25 6BB",LS25 6BB,53.79322,-1.25059,Y,2016-03-19,43500,CX,Other Commercial,,,,,,
N00690215000112,,"Adj White Swan, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,2013-07-08,5700,CS,Shop And Premises,,,Small Business Rate,-2736.00,,
N00690215000131,,"White Swan, 1, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,2013-04-24,15000,CL,Public House And Premises,,,Small Business Rate; Pub,-1000.00,,
N00690215000201,,"2, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,1990-04-01,6400,MH,Surgery And Premises,,,Small Business Rate,-3072.00,,
N00690215000409,Samuel Smith Old Brewery (Tadcaster) Ltd,"Red Bear Hotel, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,1990-04-01,13600,CL,Public House And Premises,,,,,,
N0069021500070A,,"7, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,1990-04-01,10250,CS,Shop And Premises,,,Small Business Rate,-4920.00,,
N00690215000822,,"8b, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,1990-04-01,13000,CS,Shop And Premises,,,Small Business Rate,-4160.00,,
N00690215000907,Tates Limited,"9, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,1990-07-02,29250,CS,Shop And Premises,,,,,,
N00690215001007,Newtex Pizza Limited,"8-10, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,2018-01-26,19250,CS1,Bank And Premises,,,,,,
N00690215001204,Elmete Social Club,"12, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,1990-04-01,11250,CL2,Club And Premises (Social),,,Mandatory,-4437.00,-4437.00,
N00690215001210,,"Ro 12, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,2007-12-10,2800,CS3,Hairdressing Salon And Premises,,,Small Business Rate,-1344.00,,
N00690215001214,Selby District Council,"Car Park, 12, Low Street, Sherburn In Elmet, Leeds, LS25 6BB",LS25 6BB,53.79322,-1.25059,Y,2003-04-01,2400,CP,Car Park And Premises,,,,,,
N00690215001806,Betfred Ltd,"16-18, Low Street, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,2013-02-04,16000,CS2,Betting Shops And Premises,,,,,,
N0069021500190A,,"19, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,2016-03-01,12750,CR,Restaurant And Premises,,,,,,
N00690215002207,,"22, Low Street, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,2010-09-06,4200,CS,Shop And Premises,,,Small Business Rate,-2016.00,,
N00690215002211,,"20, Low Street, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,2016-02-01,6900,CS,Shop And Premises,,,Small Business Rate,-3312.00,,
N00690215002809,,"28, Low Street, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,2014-02-24,8200,CS,Shop And Premises,,,Small Business Rate,-3936.00,,
N00690215003407,Park Row Properties (Yorkshire)Ltd,"34, Low Street, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,2014-09-04,11000,CS,Shop And Premises,,,,,,
N00690215004005,Eversley Park Centre Committee,"Eversley Park Centre, Low Street, Sherburn In Elmet, Leeds, LS25 6DL",LS25 6DL,53.79131,-1.25298,Y,1994-05-05,18750,LC,Community Centres And Premises,,,Discretionary Top Up; Mandatory,-6805.55,-6049.38,-756.17
N006902150042C1,,"42c, Low Street, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,2014-11-21,2800,CO,Office And Premises,,,Small Business Rate,-1344.00,,
N00690215005811,,"58a, Low Street, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,2014-01-06,3100,CS,Shop And Premises,,,Small Business Rate,-1488.00,,
N00690215006602,,"66, Low Street, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,1990-04-01,4850,CO,Office And Premises,,,Small Business Rate,-2328.00,,
N0069021505020B,Sherburn Rugby Club,"Sherburn Rugby Club, Eversley Park, Sherburn In Elmet, Leeds, LS25 6AP",LS25 6AP,53.78993,-1.25412,Y,1990-04-01,2500,LS,Sports Ground And Premises,,,Discretionary,-960.00,,-960.00
N00690215050304,New Tai Hing Ltd,"Low Street(Bistro), Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,2000-08-01,11750,CS,Shop And Premises,,,Small Business Rate,-5640.00,,
N00690215050802,Sherburn Eversley Cricket Club,"Eversley Park Cricket Ground, Low Street, Sherburn In Elmet, Leeds, LS25 6BG",LS25 6BG,53.79569,-1.25124,Y,1990-04-01,2225,CW3,Store And Premises,,,Small Business Rate,-378.81,,
N00690215051504,,"Oddfellows Arms, Low Street, Sherburn In Elmet, Leeds, LS25 6BA",LS25 6BA,53.79569,-1.25124,Y,2019-02-05,39500,CL,Public House And Premises,,,,,,
N00690230050505,,".Home Farm Grange, Milford Road, Sherburn In Elmet, Leeds, LS25 6AD",LS25 6AD,53.78480,-1.24921,Y,2007-07-01,900,LX,Leisure Unclassified,,,Small Business Rate,-344.38,,
N0069024500010A,,"1, Moor Lane, Sherburn In Elmet, Leeds, LS25 6DZ",LS25 6DZ,53.79779,-1.24569,Y,2015-07-01,8300,CS,Shop And Premises,,,Small Business Rate,-3984.00,,
N00690245000608,Action Assist Ltd,"Unit 6, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2014-12-01,11000,CW,Warehouse And Premises,,,Small Business Rate,-5280.00,,
N00690245000800,Pecan Delux Candy ( Europe) Ltd,"Unit 7/8, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2000-04-01,20000,IF3,Workshop And Premises,,,,,,
N00690245001405,The Co-Operative Group Ltd,"12, Moor Lane, Sherburn In Elmet, Leeds, LS25 6DN",LS25 6DN,53.79756,-1.24656,Y,2001-10-31,7400,CX,Other Commercial,,,,,,
N00690245001901,,"19, Moor Lane, Sherburn In Elmet, Leeds, LS25 6DZ",LS25 6DZ,53.79779,-1.24569,Y,2002-11-23,13000,CS,Shop And Premises,,,Small Business Rate,-3367.23,,
N0069024505000X,Orange Personal Communication Services Ltd,"Telecommunication Mast At, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2004-04-01,7000,MT1,Communication Station And Premises,,,,,,
N00690245050306,Robert Edwards Ltd,"Moor Lane Trading Estate, 31, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2018-06-30,25250,CW,Warehouse And Premises,,,,,,
N00690245050626,,"D Parry, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6EF",LS25 6EF,53.79204,-1.25639,Y,1998-09-30,5600,CW3,Store And Premises,,,Small Business Rate,-2123.65,,
N00690245050645,Shs Ltd,"Shs Ltd, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,1999-07-01,84500,IF,Factory And Premises,,,,,,
N00690245050908,Pecan Deluxe Candy (Europe) Ltd,"Unit 1, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2018-11-29,18500,CW,Warehouse And Premises,,,,,,
N00690245053408,,"Wheatsheaf Hotel, Moor Lane, Sherburn In Elmet, Leeds, LS25 6DX",LS25 6DX,53.79742,-1.23732,Y,2003-03-24,12700,CL,Public House And Premises,,,Small Business Rate,-4235.42,,
N00690245053605,Guide Flyfishing Ltd,"Unit 5, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2009-08-28,11500,IF3,Workshop And Premises,,,Small Business Rate,-5520.00,,
N0069024506023A,Pecan Delux Candy ( Europe) Ltd,"Unit 23a, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2017-03-20,6900,CW,Warehouse And Premises,,,,,,
N0069024506090A,Royal Mail Group Plc,"Unit 9, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,1992-04-01,13750,IX,Industrial Unclassified,,,,,,
N0069024506123C,Pecan Delux Candy ( Europe) Ltd,"Unit 23, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2017-03-20,7200,CW,Warehouse And Premises,,,,,,
N00690245061918,Pecan Delux Candy ( Europe) Ltd,"Unit 18/19, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2012-06-11,23000,IF3,Workshop And Premises,,,,,,
N0069024506194B,Pecan Delux Candy ( Europe) Ltd,"Unit 19a, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2013-08-01,6500,CW,Warehouse And Premises,,,,,,
N00690245061974,Pecan Delux Candy ( Europe) Ltd,"Unit 22, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2017-03-20,11750,IF3,Workshop And Premises,,,,,,
N00690265050103,Star Multi Academy Trust,"Hungate School, North View, Sherburn In Elmet, Leeds, LS25 6DB",LS25 6DB,53.79996,-1.24960,Y,2018-06-01,39250,EL,School And Premises,,,Mandatory,-11872.42,-11872.42,
N00690315050207,North Yorkshire County Council,"Athelstan County Primary School, Rose Avenue, Sherburn In Elmet, Leeds, LS25 6AY",LS25 6AY,53.78873,-1.25213,Y,1990-04-01,37500,EL,School And Premises,,,,,,
N00690345051735,Eddie Stobart Ltd,"Eddie Stobart Wagon Park, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2001-12-01,43750,CG4,Road Haulage Depot And Premises,,,,,,
N00690345051760,Eddie Stobart Ltd,"Eddie Stobart Distribution Centre, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2005-01-29,1490000,CW,Warehouse And Premises,,,,,,
N00690369050002,North Yorkshire County Council,"Tawny Lodge, Union Lane, Selby, YO8 4AU",YO8 4AU,53.780291,-1.073757,Y,2014-06-01,10500,CO,Office And Premises,,,,,,
N00690375009808,Mike Dobson (Estate Agents) Ltd,"98, Wolsey Croft, Sherburn In Elmet, Leeds, LS25 6DP",LS25 6DP,53.79710,-1.24759,Y,1990-04-01,6400,CS,Shop And Premises,,,,,,
N00690378201258,Ash Row Farm Limited,"Solar Panels At Ash Row Farm, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6JJ",LS25 6JJ,53.79969,-1.21664,Y,2015-12-21,19000,FE,Electricity Hereditament And Premises,,,,,,
N00690378905308,Leeds Commercial Ltd,"Lc Vehicle Hire, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2004-09-01,75000,IF3,Workshop And Premises,,,,,,
N0069038200016A,Strata Homes Limited,"Sales Office At 16 And Showhouses At 14 & 18, Fairfield Link, Sherburn In Elmet, Leeds, LS25 6LT",LS25 6LT,53.79419,-1.24500,Y,2015-11-21,41250,CX,Other Commercial,,,,,,
N00690382052017,The Electricity Network Company Ltd,"Independent Distribution Network Operator, Fairfield Link, Sherburn In Elmet, Leeds, LS25 6LT",LS25 6LT,53.79419,-1.24500,Y,2016-04-01,360,NX,Non Formula Public And Other Utilities,,,,,,
N00690384752015,,"Roof Mounted Photovoltaic System, Home Farm, Milford Road, Sherburn In Elmet, Leeds, LS25 6AD",LS25 6AD,53.78480,-1.24921,Y,2015-11-04,7100,FE,Electricity Hereditament And Premises,,,,,,
N00690385000302,Emsleys Estate Agents Limited,"4, Wolsey Parade, Sherburn In Elmet, Leeds, LS25 6BQ",LS25 6BQ,53.79669,-1.25116,Y,2007-02-20,10750,CS,Shop And Premises,,,,,,
N00690385000350,Campeys Of Selby Ltd,"Unit 35, Moxon Way, Moor Lane Trading Estate, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2018-04-11,57500,CW,Warehouse And Premises,,,,,,
N0069038500050A,,"5, Wolsey Parade, Sherburn In Elmet, Leeds, LS25 6BQ",LS25 6BQ,53.79669,-1.25116,Y,1995-04-03,10750,CS,Shop And Premises,,,Small Business Rate,-5160.00,,
N00690385000603,Wolsey Fisheries Ltd,"6, Wolsey Parade, Sherburn In Elmet, Leeds, LS25 6BQ",LS25 6BQ,53.79669,-1.25116,Y,1990-04-01,11750,CS,Shop And Premises,,,Small Business Rate,-5640.00,,
N00690385000707,,"7, Wolsey Parade, Sherburn In Elmet, Leeds, LS25 6BQ",LS25 6BQ,53.79669,-1.25116,Y,2014-03-10,12750,CS,Shop And Premises,,,Small Business Rate,-4590.00,,
N0069038500080B,,"8, Wolsey Parade, Sherburn In Elmet, Leeds, LS25 6BQ",LS25 6BQ,53.79669,-1.25116,Y,1990-04-01,12500,CS,Shop And Premises,,,Small Business Rate,-5000.00,,
N00690385032340,Acorn Scaffolding (Yorkshire) Ltd,"Unit 32,33 & 34, Moxon Way, Moor Lane Trading Estate, Sherburn In Elmet, Leeds, LS25 6NZ",Leeds,,,Y,2017-04-01,102000,CW,Warehouse And Premises,,,,,,
N00690385050009,Acorn Scaffolding (Yorkshire) Ltd,"Acorn Scaffolding (Yorkshire) Ltd, Moxon Way, Moor Lane Trading Estate, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2009-03-05,61000,CW1,Land Used For Storage And Premises,,,,,,
N00690385050200,Caffe Society Ltd,"Tornado House, Moxon Way, Moor Lane Trading Estate, Sherburn In Elmet, Leeds, LS25 6FB",LS25 6FB,53.79476,-1.23179,Y,2013-01-21,88500,CW,Warehouse And Premises,,,,,,
N00690385050201,The Vexica Group Limited,"Vexica Technology Ltd, Typhoon House, Moxon Way, Moor Lane Trading Estate, Sherburn In Elmet, Leeds, LS25 6NZ",Leeds,,,Y,2017-05-31,66000,CW,Warehouse And Premises,,,,,,
N00690385052017,A1 Press Limited,"Hurricane House, Moxon Way, Moor Lane Trading Estate, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2017-08-01,39750,CW,Warehouse And Premises,,,,,,
N00690388500020,,"2, Rudstone Grove, Sherburn In Elmet, Leeds, LS25 6BN",LS25 6BN,53.79803,-1.25588,Y,2009-03-01,1350,CO,Office And Premises,,,Small Business Rate,-648.00,,
N00690400000009,Selby District Peter Pan Nursery,"Peter Pan Nursery, North Crescent, Sherburn In Elmet, Leeds, LS25 6DD",LS25 6DD,53.80019,-1.25062,Y,2000-05-02,7000,EN1,Day Nursery & Premises,,,Discretionary Top Up; Mandatory,-3451.00,-2760.80,-690.20
N00690466800021,Sherburn Motor Spares Ltd,"Unit 2 At W Norths Ltd, Moxon Way, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2014-12-31,850,CW3,Store And Premises,,,,,,
N00690466800113,,"Unit 11 At W Norths Ltd, Moxon Way, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2010-06-04,650,CW3,Store And Premises,,,,,,
N00690466850000,,"Oz Pizza, Moxon Way, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2016-07-26,2150,CO,Office And Premises,,,,,,
N00690466850011,,"Land At North Pv Ltd, Moxon Way, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2016-07-26,5200,CW1,Land Used For Storage And Premises,,,,,,
N0069047260016B,Pecan Delux Candy ( Europe) Ltd,"Car Park Spaces 1-6 Lincoln House, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2015-12-21,900,CP,Car Park And Premises,,,,,,
N0069047260058A,Pecan Delux Candy ( Europe) Ltd,"Units 5-8 Lincoln House, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2015-12-21,53500,CO,Office And Premises,,,,,,
N00690472604A4D,Kinnerton (Confectionery) Co Ltd,"4a - 4d, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2008-01-01,190000,IF,Factory And Premises,,,,,,
N00690472605211,Sahm Splice Limited,"1, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2006-07-17,35000,CW,Warehouse And Premises,,,,,,
N00690472605212,Interbox Ltd,"Storage Land At Avro House, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2018-05-01,11000,CW1,Land Used For Storage And Premises,,,Small Business Rate,-4846.03,,
N00690472605230,Selby Engineering Lifting Services Ltd,"3, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2006-02-01,20000,CW,Warehouse And Premises,,,,,,
N006904726052G1,Flo-Aktiv Ltd,"Unit G1 Lincoln House, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2015-07-20,16250,CO,Office And Premises,,,,,,
N006904726052G2,,"Unit G2 Lincoln House, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,,2018-12-01,16000,CO,Office And Premises,Y,2019-03-01,Emprty Property Non Industrial,,,
N006904726052G3,Meadow Lodge Homecare Services,"Unit G3 Lincoln House, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2010-07-12,12250,CO,Office And Premises,,,,,,
N006904726052G4,Mhc Traffic Ltd,"Unit G4 Lincoln House, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2018-01-30,10500,CO,Office And Premises,,,Small Business Rate,-5040.00,,
N0069047260725C,Pecan Delux Candy ( Europe) Ltd,"Car Park Spaces 7-25 Lincoln House, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2015-12-21,2850,CP,Car Park And Premises,,,,,,
N00690472650005,A S Trade Sales Ltd,"Avro House, Lincoln Way, Sherburn In Elmet, Leeds, LS25 6PJ",LS25 6PJ,53.79529,-1.23027,Y,2018-05-01,15500,CW,Warehouse And Premises,,,,,,
N00690482900100,Sherburn Commercial Properties Limited,"Unit 1, Hurricane Close, Sherburn In Elmet, Leeds, LS25 6PB",LS25 6PB,53.79413,-1.22178,Y,2017-03-31,46250,CW,Warehouse And Premises,,,,,,
N00690482900200,Brimlow Ltd,"Unit 2, Hurricane Close, Sherburn In Elmet, Leeds, LS25 6PB",LS25 6PB,53.79413,-1.22178,Y,2010-12-08,46250,CW,Warehouse And Premises,,,,,,
N00690482905690,Thorpe Packaging Ltd,"Thorpe House, Hurricane Close, Sherburn In Elmet, Leeds, LS25 6PB",LS25 6PB,53.79413,-1.22178,Y,2005-11-15,37500,IF,Factory And Premises,,,,,,
N00690490000092,A Harrison Bedding Ltd,"Rear Of Unit 9, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2011-08-26,12750,CW,Warehouse And Premises,,,,,,
N00690490000093,,"Unit 9, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2011-08-26,11750,CW,Warehouse And Premises,,,Small Business Rate,-5640.00,,
N00690490000170,Walker Humphrey Ltd,"Unit 17, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2015-01-28,23000,CW,Warehouse And Premises,,,,,,
N0069049000101T,Cranswick Country Foods Plc,"1-7, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2007-05-09,285000,CW,Warehouse And Premises,,,,,,
N00690490001100,Kiddy Childrens Products Uk Ltd,"Unit 11, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2016-03-07,24250,CW,Warehouse And Premises,,,,,,
N00690490001200,Sherburn Metalworks Ltd,"Unit 12, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2011-11-01,102000,CW,Warehouse And Premises,,,,,,
N00690490001500,Walker Humphrey Ltd,"Unit 15, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2009-04-15,24250,CW,Warehouse And Premises,,,,,,
N00690490001900,Glasshaus Displays Ltd,"Unit 19, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2018-04-01,24250,CW,Warehouse And Premises,,,,,,
N00690490002101,The Workhaus Projects Ltd,"Unit 21, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2007-05-11,26500,CW,Warehouse And Premises,,,,,,
N00690490052109,Cromwell Polythene Ltd,"Orion Building, 2-10, Seafox Court, Sherburn In Elmet, Leeds, LS25 6PL",LS25 6PL,53.79274,-1.22116,Y,2010-12-23,107000,CW,Warehouse And Premises,,,,,,
N00690494900011,Abbeyvet Export Llp,"Unit 1, Spitfire Way, Sherburn In Elmet, Leeds, LS25 6NW",LS25 6NW,53.79279,-1.22739,Y,2016-04-01,7800,CW,Warehouse And Premises,,,Small Business Rate,-3744.00,,
N00690494900022,Abbeyvet Holdings Llp,"Unit 2, Spitfire Way, Sherburn In Elmet, Leeds, LS25 6NW",LS25 6NW,53.79279,-1.22739,Y,2016-04-01,10750,CW,Warehouse And Premises,,,Small Business Rate,-5160.00,,
N0069049495001F,Abbeyvet Nominees Ltd,"First Floor Offices At Abbeyvets Export Llp, Spitfire Way, Sherburn In Elmet, Leeds, LS25 6NW",LS25 6NW,53.79279,-1.22739,Y,2016-04-01,6600,CO,Office And Premises,,,Small Business Rate,-3168.00,,
N0069049495001G,Vetapharma Ltd,"Ground Floor Offices At Abbeyvet Export Llp, Spitfire Way, Sherburn In Elmet, Leeds, LS25 6NW",LS25 6NW,53.79279,-1.22739,Y,2016-04-01,6600,CO,Office And Premises,,,Small Business Rate,-3168.00,,
N00690500000113,Emmerson Doors Ltd,"Emmerson Industrial Doors, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NA",LS25 6NA,53.79486,-1.22834,Y,2009-10-16,58500,IF,Factory And Premises,,,,,,
N00690500000128,A L M Car And Commercial Limited,"Sherburn Car & Light Commercials, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2007-08-31,13000,CG1,Vehicle Repair Workshop And Premises,,,Small Business Rate,-4160.00,,
N00690500000217,Kingspan Insulation Ltd,"Kingspan Insulations Ltd, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2007-03-05,1220000,IF,Factory And Premises,,,,,,
N00690500000248,Power Link Machine (Uk) Co Ltd,"Vickers Building, Hurricane Close, Sherburn In Elmet, Leeds, LS25 6PB",LS25 6PB,53.79413,-1.22178,Y,2010-12-23,69500,CW,Warehouse And Premises,,,,,,
N00690500000251,Ejot Uk Ltd,"Unit 3, Hurricane Close, Sherburn In Elmet, Leeds, LS25 6PB",LS25 6PB,53.79413,-1.22178,Y,2003-10-01,101000,CW,Warehouse And Premises,,,,,,
